"","method","dataset","sampleSize","simulation","FPR","foldEffect","fpr","tpr"
"2735",NA,"GLMM","5","28","0.1","1.5",0.07,0.99780854197349
"2736",NA,"GLMM","5","28","0.1","1.5",0.08,0.99803300330033
"2737",NA,"GLMM","5","28","0.1","1.5",0.09,0.998392344497608
"2738",NA,"GLMM","5","28","0.1","1.5",0.1,0.998612345679012
"2739",NA,"GLMM","5","28","0.1","1.5",0.11,0.998928270042194
"2740",NA,"GLMM","5","28","0.1","1.5",0.12,0.998375
"2741",NA,"GLMM","5","28","0.1","1.5",0.13,0.998
"2742",NA,"GLMM","5","28","0.1","1.5",0.14,0.998
"2743",NA,"GLMM","5","28","0.1","1.5",0.15,0.998
"2744",NA,"GLMM","5","28","0.1","1.5",0.16,0.998
"2745",NA,"GLMM","5","28","0.1","1.5",0.17,0.998
"2746",NA,"GLMM","5","28","0.1","1.5",0.18,0.998
"2747",NA,"GLMM","5","28","0.1","1.5",0.19,0.998
"2748",NA,"GLMM","5","28","0.1","1.5",0.2,0.998
"2749",NA,"GLMM","5","28","0.1","1.5",0.21,0.998
"2750",NA,"GLMM","5","28","0.1","1.5",0.22,0.998
"2751",NA,"GLMM","5","28","0.1","1.5",0.23,0.998
"2752",NA,"GLMM","5","28","0.1","1.5",0.24,0.998
"2753",NA,"GLMM","5","28","0.1","1.5",0.25,0.998
"2754",NA,"GLMM","5","28","0.1","1.5",0.26,0.998
"2755",NA,"GLMM","5","28","0.1","1.5",0.27,0.998
"2756",NA,"GLMM","5","28","0.1","1.5",0.28,0.998
"2757",NA,"GLMM","5","28","0.1","1.5",0.29,0.998
"2758",NA,"GLMM","5","28","0.1","1.5",0.3,0.998
"2759",NA,"GLMM","5","28","0.1","1.5",0.31,0.998
"2760",NA,"GLMM","5","28","0.1","1.5",0.32,0.998
"2761",NA,"GLMM","5","28","0.1","1.5",0.33,0.998
"2762",NA,"GLMM","5","28","0.1","1.5",0.34,0.998
"2763",NA,"GLMM","5","28","0.1","1.5",0.35,0.998
"2764",NA,"GLMM","5","28","0.1","1.5",0.36,0.998
"2765",NA,"GLMM","5","28","0.1","1.5",0.37,0.998
"2766",NA,"GLMM","5","28","0.1","1.5",0.38,0.998
"2767",NA,"GLMM","5","28","0.1","1.5",0.39,0.998
"2768",NA,"GLMM","5","28","0.1","1.5",0.4,0.998
"2769",NA,"GLMM","5","28","0.1","1.5",0.41,0.998
"2770",NA,"GLMM","5","28","0.1","1.5",0.42,0.998
"2771",NA,"GLMM","5","28","0.1","1.5",0.43,0.998
"2772",NA,"GLMM","5","28","0.1","1.5",0.44,0.998
"2773",NA,"GLMM","5","28","0.1","1.5",0.45,0.998
"2774",NA,"GLMM","5","28","0.1","1.5",0.46,0.998
"2775",NA,"GLMM","5","28","0.1","1.5",0.47,0.998
"2776",NA,"GLMM","5","28","0.1","1.5",0.48,0.998
"2777",NA,"GLMM","5","28","0.1","1.5",0.49,0.998
"2778",NA,"GLMM","5","28","0.1","1.5",0.5,0.998
"2779",NA,"GLMM","5","28","0.1","1.5",0.51,0.998
"2780",NA,"GLMM","5","28","0.1","1.5",0.52,0.998
"2781",NA,"GLMM","5","28","0.1","1.5",0.53,0.998
"2782",NA,"GLMM","5","28","0.1","1.5",0.54,0.998
"2783",NA,"GLMM","5","28","0.1","1.5",0.55,0.998
"2784",NA,"GLMM","5","28","0.1","1.5",0.56,0.998
"2785",NA,"GLMM","5","28","0.1","1.5",0.57,0.998
"2786",NA,"GLMM","5","28","0.1","1.5",0.58,0.998
"2787",NA,"GLMM","5","28","0.1","1.5",0.59,0.998
"2788",NA,"GLMM","5","28","0.1","1.5",0.6,0.998
"2789",NA,"GLMM","5","28","0.1","1.5",0.61,0.998
"2790",NA,"GLMM","5","28","0.1","1.5",0.62,0.998
"2791",NA,"GLMM","5","28","0.1","1.5",0.63,0.998
"2792",NA,"GLMM","5","28","0.1","1.5",0.64,0.998
"2793",NA,"GLMM","5","28","0.1","1.5",0.65,0.998
"2794",NA,"GLMM","5","28","0.1","1.5",0.66,0.998
"2795",NA,"GLMM","5","28","0.1","1.5",0.67,0.998
"2796",NA,"GLMM","5","28","0.1","1.5",0.68,0.998
"2797",NA,"GLMM","5","28","0.1","1.5",0.69,0.998
"2798",NA,"GLMM","5","28","0.1","1.5",0.7,0.998
"2799",NA,"GLMM","5","28","0.1","1.5",0.71,0.998
"2800",NA,"GLMM","5","28","0.1","1.5",0.72,0.998
"2801",NA,"GLMM","5","28","0.1","1.5",0.73,0.998
"2802",NA,"GLMM","5","28","0.1","1.5",0.74,0.998
"2803",NA,"GLMM","5","28","0.1","1.5",0.75,0.998
"2804",NA,"GLMM","5","28","0.1","1.5",0.76,0.998
"2805",NA,"GLMM","5","28","0.1","1.5",0.77,0.998
"2806",NA,"GLMM","5","28","0.1","1.5",0.78,0.998
"2807",NA,"GLMM","5","28","0.1","1.5",0.79,0.998
"2808",NA,"GLMM","5","28","0.1","1.5",0.8,0.998
"2809",NA,"GLMM","5","28","0.1","1.5",0.81,0.998
"2810",NA,"GLMM","5","28","0.1","1.5",0.82,0.998
"2811",NA,"GLMM","5","28","0.1","1.5",0.83,0.998
"2812",NA,"GLMM","5","28","0.1","1.5",0.84,0.998
"2813",NA,"GLMM","5","28","0.1","1.5",0.85,0.998
"2814",NA,"GLMM","5","28","0.1","1.5",0.86,0.998
"2815",NA,"GLMM","5","28","0.1","1.5",0.87,0.998
"2816",NA,"GLMM","5","28","0.1","1.5",0.88,0.998
"2817",NA,"GLMM","5","28","0.1","1.5",0.89,0.998
"2818",NA,"GLMM","5","28","0.1","1.5",0.9,0.998
"2819",NA,"GLMM","5","28","0.1","1.5",0.91,0.998
"2820",NA,"GLMM","5","28","0.1","1.5",0.92,0.998
"2821",NA,"GLMM","5","28","0.1","1.5",0.93,0.998
"2822",NA,"GLMM","5","28","0.1","1.5",0.94,0.998
"2823",NA,"GLMM","5","28","0.1","1.5",0.95,0.998
"2824",NA,"GLMM","5","28","0.1","1.5",0.96,0.998
"2825",NA,"GLMM","5","28","0.1","1.5",0.97,0.998
"2826",NA,"GLMM","5","28","0.1","1.5",0.98,0.998
"2827",NA,"GLMM","5","28","0.1","1.5",0.99,0.998
"2828",NA,"GLMM","5","28","0.1","1.5",1,1
"2829",NA,"GLMM","5","29","0.1","1.5",0,0
"2830",NA,"GLMM","5","29","0.1","1.5",0.01,0.984363354037267
"2831",NA,"GLMM","5","29","0.1","1.5",0.02,0.991767233661594
"2832",NA,"GLMM","5","29","0.1","1.5",0.03,0.995092651757189
"2833",NA,"GLMM","5","29","0.1","1.5",0.04,0.996062360801782
"2834",NA,"GLMM","5","29","0.1","1.5",0.05,0.996865671641791
"2835",NA,"GLMM","5","29","0.1","1.5",0.06,0.9974327563249
"2836",NA,"GLMM","5","29","0.1","1.5",0.07,0.99780854197349
"2837",NA,"GLMM","5","29","0.1","1.5",0.08,0.99803300330033
"2838",NA,"GLMM","5","29","0.1","1.5",0.09,0.998392344497608
"2839",NA,"GLMM","5","29","0.1","1.5",0.1,0.998612345679012
"2840",NA,"GLMM","5","29","0.1","1.5",0.11,0.998928270042194
"2841",NA,"GLMM","5","29","0.1","1.5",0.12,0.998375
"2842",NA,"GLMM","5","29","0.1","1.5",0.13,0.998
"2843",NA,"GLMM","5","29","0.1","1.5",0.14,0.998
"2844",NA,"GLMM","5","29","0.1","1.5",0.15,0.998
"2845",NA,"GLMM","5","29","0.1","1.5",0.16,0.998
"2846",NA,"GLMM","5","29","0.1","1.5",0.17,0.998
"2847",NA,"GLMM","5","29","0.1","1.5",0.18,0.998
"2848",NA,"GLMM","5","29","0.1","1.5",0.19,0.998
"2849",NA,"GLMM","5","29","0.1","1.5",0.2,0.998
"2850",NA,"GLMM","5","29","0.1","1.5",0.21,0.998
"2851",NA,"GLMM","5","29","0.1","1.5",0.22,0.998
"2852",NA,"GLMM","5","29","0.1","1.5",0.23,0.998
"2853",NA,"GLMM","5","29","0.1","1.5",0.24,0.998
"2854",NA,"GLMM","5","29","0.1","1.5",0.25,0.998
"2855",NA,"GLMM","5","29","0.1","1.5",0.26,0.998
"2856",NA,"GLMM","5","29","0.1","1.5",0.27,0.998
"2857",NA,"GLMM","5","29","0.1","1.5",0.28,0.998
"2858",NA,"GLMM","5","29","0.1","1.5",0.29,0.998
"2859",NA,"GLMM","5","29","0.1","1.5",0.3,0.998
"2860",NA,"GLMM","5","29","0.1","1.5",0.31,0.998
"2861",NA,"GLMM","5","29","0.1","1.5",0.32,0.998
"2862",NA,"GLMM","5","29","0.1","1.5",0.33,0.998
"2863",NA,"GLMM","5","29","0.1","1.5",0.34,0.998
"2864",NA,"GLMM","5","29","0.1","1.5",0.35,0.998
"2865",NA,"GLMM","5","29","0.1","1.5",0.36,0.998
"2866",NA,"GLMM","5","29","0.1","1.5",0.37,0.998
"2867",NA,"GLMM","5","29","0.1","1.5",0.38,0.998
"2868",NA,"GLMM","5","29","0.1","1.5",0.39,0.998
"2869",NA,"GLMM","5","29","0.1","1.5",0.4,0.998
"2870",NA,"GLMM","5","29","0.1","1.5",0.41,0.998
"2871",NA,"GLMM","5","29","0.1","1.5",0.42,0.998
"2872",NA,"GLMM","5","29","0.1","1.5",0.43,0.998
"2873",NA,"GLMM","5","29","0.1","1.5",0.44,0.998
"2874",NA,"GLMM","5","29","0.1","1.5",0.45,0.998
"2875",NA,"GLMM","5","29","0.1","1.5",0.46,0.998
"2876",NA,"GLMM","5","29","0.1","1.5",0.47,0.998
"2877",NA,"GLMM","5","29","0.1","1.5",0.48,0.998
"2878",NA,"GLMM","5","29","0.1","1.5",0.49,0.998
"2879",NA,"GLMM","5","29","0.1","1.5",0.5,0.998
"2880",NA,"GLMM","5","29","0.1","1.5",0.51,0.998
"2881",NA,"GLMM","5","29","0.1","1.5",0.52,0.998
"2882",NA,"GLMM","5","29","0.1","1.5",0.53,0.998
"2883",NA,"GLMM","5","29","0.1","1.5",0.54,0.998
"2884",NA,"GLMM","5","29","0.1","1.5",0.55,0.998
"2885",NA,"GLMM","5","29","0.1","1.5",0.56,0.998
"2886",NA,"GLMM","5","29","0.1","1.5",0.57,0.998
"2887",NA,"GLMM","5","29","0.1","1.5",0.58,0.998
"2888",NA,"GLMM","5","29","0.1","1.5",0.59,0.998
"2889",NA,"GLMM","5","29","0.1","1.5",0.6,0.998
"2890",NA,"GLMM","5","29","0.1","1.5",0.61,0.998
"2891",NA,"GLMM","5","29","0.1","1.5",0.62,0.998
"2892",NA,"GLMM","5","29","0.1","1.5",0.63,0.998
"2893",NA,"GLMM","5","29","0.1","1.5",0.64,0.998
"2894",NA,"GLMM","5","29","0.1","1.5",0.65,0.998
"2895",NA,"GLMM","5","29","0.1","1.5",0.66,0.998
"2896",NA,"GLMM","5","29","0.1","1.5",0.67,0.998
"2897",NA,"GLMM","5","29","0.1","1.5",0.68,0.998
"2898",NA,"GLMM","5","29","0.1","1.5",0.69,0.998
"2899",NA,"GLMM","5","29","0.1","1.5",0.7,0.998
"2900",NA,"GLMM","5","29","0.1","1.5",0.71,0.998
"2901",NA,"GLMM","5","29","0.1","1.5",0.72,0.998
"2902",NA,"GLMM","5","29","0.1","1.5",0.73,0.998
"2903",NA,"GLMM","5","29","0.1","1.5",0.74,0.998
"2904",NA,"GLMM","5","29","0.1","1.5",0.75,0.998
"2905",NA,"GLMM","5","29","0.1","1.5",0.76,0.998
"2906",NA,"GLMM","5","29","0.1","1.5",0.77,0.998
"2907",NA,"GLMM","5","29","0.1","1.5",0.78,0.998
"2908",NA,"GLMM","5","29","0.1","1.5",0.79,0.998
"2909",NA,"GLMM","5","29","0.1","1.5",0.8,0.998
"2910",NA,"GLMM","5","29","0.1","1.5",0.81,0.998
"2911",NA,"GLMM","5","29","0.1","1.5",0.82,0.998
"2912",NA,"GLMM","5","29","0.1","1.5",0.83,0.998
"2913",NA,"GLMM","5","29","0.1","1.5",0.84,0.998
"2914",NA,"GLMM","5","29","0.1","1.5",0.85,0.998
"2915",NA,"GLMM","5","29","0.1","1.5",0.86,0.998
"2916",NA,"GLMM","5","29","0.1","1.5",0.87,0.998
"2917",NA,"GLMM","5","29","0.1","1.5",0.88,0.998
"2918",NA,"GLMM","5","29","0.1","1.5",0.89,0.998
"2919",NA,"GLMM","5","29","0.1","1.5",0.9,0.998
"2920",NA,"GLMM","5","29","0.1","1.5",0.91,0.998
"2921",NA,"GLMM","5","29","0.1","1.5",0.92,0.998
"2922",NA,"GLMM","5","29","0.1","1.5",0.93,0.998
"2923",NA,"GLMM","5","29","0.1","1.5",0.94,0.998
"2924",NA,"GLMM","5","29","0.1","1.5",0.95,0.998
"2925",NA,"GLMM","5","29","0.1","1.5",0.96,0.998
"2926",NA,"GLMM","5","29","0.1","1.5",0.97,0.998
"2927",NA,"GLMM","5","29","0.1","1.5",0.98,0.998
"2928",NA,"GLMM","5","29","0.1","1.5",0.99,0.998
"2929",NA,"GLMM","5","29","0.1","1.5",1,1
"2930",NA,"GLMM","5","30","0.1","1.5",0,0
"2931",NA,"GLMM","5","30","0.1","1.5",0.01,0.984363354037267
"2932",NA,"GLMM","5","30","0.1","1.5",0.02,0.991767233661594
"2933",NA,"GLMM","5","30","0.1","1.5",0.03,0.995092651757189
"2934",NA,"GLMM","5","30","0.1","1.5",0.04,0.996062360801782
"2935",NA,"GLMM","5","30","0.1","1.5",0.05,0.996865671641791
"2936",NA,"GLMM","5","30","0.1","1.5",0.06,0.9974327563249
"2937",NA,"GLMM","5","30","0.1","1.5",0.07,0.99780854197349
"2938",NA,"GLMM","5","30","0.1","1.5",0.08,0.99803300330033
"2939",NA,"GLMM","5","30","0.1","1.5",0.09,0.998392344497608
"2940",NA,"GLMM","5","30","0.1","1.5",0.1,0.998612345679012
"2941",NA,"GLMM","5","30","0.1","1.5",0.11,0.998928270042194
"2942",NA,"GLMM","5","30","0.1","1.5",0.12,0.998375
"2943",NA,"GLMM","5","30","0.1","1.5",0.13,0.998
"2944",NA,"GLMM","5","30","0.1","1.5",0.14,0.998
"2945",NA,"GLMM","5","30","0.1","1.5",0.15,0.998
"2946",NA,"GLMM","5","30","0.1","1.5",0.16,0.998
"2947",NA,"GLMM","5","30","0.1","1.5",0.17,0.998
"2948",NA,"GLMM","5","30","0.1","1.5",0.18,0.998
"2949",NA,"GLMM","5","30","0.1","1.5",0.19,0.998
"2950",NA,"GLMM","5","30","0.1","1.5",0.2,0.998
"2951",NA,"GLMM","5","30","0.1","1.5",0.21,0.998
"2952",NA,"GLMM","5","30","0.1","1.5",0.22,0.998
"2953",NA,"GLMM","5","30","0.1","1.5",0.23,0.998
"2954",NA,"GLMM","5","30","0.1","1.5",0.24,0.998
"2955",NA,"GLMM","5","30","0.1","1.5",0.25,0.998
"2956",NA,"GLMM","5","30","0.1","1.5",0.26,0.998
"2957",NA,"GLMM","5","30","0.1","1.5",0.27,0.998
"2958",NA,"GLMM","5","30","0.1","1.5",0.28,0.998
"2959",NA,"GLMM","5","30","0.1","1.5",0.29,0.998
"2960",NA,"GLMM","5","30","0.1","1.5",0.3,0.998
"2961",NA,"GLMM","5","30","0.1","1.5",0.31,0.998
"2962",NA,"GLMM","5","30","0.1","1.5",0.32,0.998
"2963",NA,"GLMM","5","30","0.1","1.5",0.33,0.998
"2964",NA,"GLMM","5","30","0.1","1.5",0.34,0.998
"2965",NA,"GLMM","5","30","0.1","1.5",0.35,0.998
"2966",NA,"GLMM","5","30","0.1","1.5",0.36,0.998
"2967",NA,"GLMM","5","30","0.1","1.5",0.37,0.998
"2968",NA,"GLMM","5","30","0.1","1.5",0.38,0.998
"2969",NA,"GLMM","5","30","0.1","1.5",0.39,0.998
"2970",NA,"GLMM","5","30","0.1","1.5",0.4,0.998
"2971",NA,"GLMM","5","30","0.1","1.5",0.41,0.998
"2972",NA,"GLMM","5","30","0.1","1.5",0.42,0.998
"2973",NA,"GLMM","5","30","0.1","1.5",0.43,0.998
"2974",NA,"GLMM","5","30","0.1","1.5",0.44,0.998
"2975",NA,"GLMM","5","30","0.1","1.5",0.45,0.998
"2976",NA,"GLMM","5","30","0.1","1.5",0.46,0.998
"2977",NA,"GLMM","5","30","0.1","1.5",0.47,0.998
"2978",NA,"GLMM","5","30","0.1","1.5",0.48,0.998
"2979",NA,"GLMM","5","30","0.1","1.5",0.49,0.998
"2980",NA,"GLMM","5","30","0.1","1.5",0.5,0.998
"2981",NA,"GLMM","5","30","0.1","1.5",0.51,0.998
"2982",NA,"GLMM","5","30","0.1","1.5",0.52,0.998
"2983",NA,"GLMM","5","30","0.1","1.5",0.53,0.998
"2984",NA,"GLMM","5","30","0.1","1.5",0.54,0.998
"2985",NA,"GLMM","5","30","0.1","1.5",0.55,0.998
"2986",NA,"GLMM","5","30","0.1","1.5",0.56,0.998
"2987",NA,"GLMM","5","30","0.1","1.5",0.57,0.998
"2988",NA,"GLMM","5","30","0.1","1.5",0.58,0.998
"2989",NA,"GLMM","5","30","0.1","1.5",0.59,0.998
"2990",NA,"GLMM","5","30","0.1","1.5",0.6,0.998
"2991",NA,"GLMM","5","30","0.1","1.5",0.61,0.998
"2992",NA,"GLMM","5","30","0.1","1.5",0.62,0.998
"2993",NA,"GLMM","5","30","0.1","1.5",0.63,0.998
"2994",NA,"GLMM","5","30","0.1","1.5",0.64,0.998
"2995",NA,"GLMM","5","30","0.1","1.5",0.65,0.998
"2996",NA,"GLMM","5","30","0.1","1.5",0.66,0.998
"2997",NA,"GLMM","5","30","0.1","1.5",0.67,0.998
"2998",NA,"GLMM","5","30","0.1","1.5",0.68,0.998
"2999",NA,"GLMM","5","30","0.1","1.5",0.69,0.998
"3000",NA,"GLMM","5","30","0.1","1.5",0.7,0.998
"3001",NA,"GLMM","5","30","0.1","1.5",0.71,0.998
"3002",NA,"GLMM","5","30","0.1","1.5",0.72,0.998
"3003",NA,"GLMM","5","30","0.1","1.5",0.73,0.998
"3004",NA,"GLMM","5","30","0.1","1.5",0.74,0.998
"3005",NA,"GLMM","5","30","0.1","1.5",0.75,0.998
"3006",NA,"GLMM","5","30","0.1","1.5",0.76,0.998
"3007",NA,"GLMM","5","30","0.1","1.5",0.77,0.998
"3008",NA,"GLMM","5","30","0.1","1.5",0.78,0.998
"3009",NA,"GLMM","5","30","0.1","1.5",0.79,0.998
"3010",NA,"GLMM","5","30","0.1","1.5",0.8,0.998
"3011",NA,"GLMM","5","30","0.1","1.5",0.81,0.998
"3012",NA,"GLMM","5","30","0.1","1.5",0.82,0.998
"3013",NA,"GLMM","5","30","0.1","1.5",0.83,0.998
"3014",NA,"GLMM","5","30","0.1","1.5",0.84,0.998
"3015",NA,"GLMM","5","30","0.1","1.5",0.85,0.998
"3016",NA,"GLMM","5","30","0.1","1.5",0.86,0.998
"3017",NA,"GLMM","5","30","0.1","1.5",0.87,0.998
"3018",NA,"GLMM","5","30","0.1","1.5",0.88,0.998
"3019",NA,"GLMM","5","30","0.1","1.5",0.89,0.998
"3020",NA,"GLMM","5","30","0.1","1.5",0.9,0.998
"3021",NA,"GLMM","5","30","0.1","1.5",0.91,0.998
"3022",NA,"GLMM","5","30","0.1","1.5",0.92,0.998
"3023",NA,"GLMM","5","30","0.1","1.5",0.93,0.998
"3024",NA,"GLMM","5","30","0.1","1.5",0.94,0.998
"3025",NA,"GLMM","5","30","0.1","1.5",0.95,0.998
"3026",NA,"GLMM","5","30","0.1","1.5",0.96,0.998
"3027",NA,"GLMM","5","30","0.1","1.5",0.97,0.998
"3028",NA,"GLMM","5","30","0.1","1.5",0.98,0.998
"3029",NA,"GLMM","5","30","0.1","1.5",0.99,0.998
"3030",NA,"GLMM","5","30","0.1","1.5",1,1
