"","method","dataset","sampleSize","simulation","FPR","foldEffect","fpr","tpr"
"2317",NA,"GLMM","5","23","0.1","1.5",0.94,0.998
"2318",NA,"GLMM","5","23","0.1","1.5",0.95,0.998
"2319",NA,"GLMM","5","23","0.1","1.5",0.96,0.998
"2320",NA,"GLMM","5","23","0.1","1.5",0.97,0.998
"2321",NA,"GLMM","5","23","0.1","1.5",0.98,0.998
"2322",NA,"GLMM","5","23","0.1","1.5",0.99,0.998
"2323",NA,"GLMM","5","23","0.1","1.5",1,1
"2324",NA,"GLMM","5","24","0.1","1.5",0,0
"2325",NA,"GLMM","5","24","0.1","1.5",0.01,0.984363354037267
"2326",NA,"GLMM","5","24","0.1","1.5",0.02,0.991767233661594
"2327",NA,"GLMM","5","24","0.1","1.5",0.03,0.995092651757189
"2328",NA,"GLMM","5","24","0.1","1.5",0.04,0.996062360801782
"2329",NA,"GLMM","5","24","0.1","1.5",0.05,0.996865671641791
"2330",NA,"GLMM","5","24","0.1","1.5",0.06,0.9974327563249
"2331",NA,"GLMM","5","24","0.1","1.5",0.07,0.99780854197349
"2332",NA,"GLMM","5","24","0.1","1.5",0.08,0.99803300330033
"2333",NA,"GLMM","5","24","0.1","1.5",0.09,0.998392344497608
"2334",NA,"GLMM","5","24","0.1","1.5",0.1,0.998612345679012
"2335",NA,"GLMM","5","24","0.1","1.5",0.11,0.998928270042194
"2336",NA,"GLMM","5","24","0.1","1.5",0.12,0.998375
"2337",NA,"GLMM","5","24","0.1","1.5",0.13,0.998
"2338",NA,"GLMM","5","24","0.1","1.5",0.14,0.998
"2339",NA,"GLMM","5","24","0.1","1.5",0.15,0.998
"2340",NA,"GLMM","5","24","0.1","1.5",0.16,0.998
"2341",NA,"GLMM","5","24","0.1","1.5",0.17,0.998
"2342",NA,"GLMM","5","24","0.1","1.5",0.18,0.998
"2343",NA,"GLMM","5","24","0.1","1.5",0.19,0.998
"2344",NA,"GLMM","5","24","0.1","1.5",0.2,0.998
"2345",NA,"GLMM","5","24","0.1","1.5",0.21,0.998
"2346",NA,"GLMM","5","24","0.1","1.5",0.22,0.998
"2347",NA,"GLMM","5","24","0.1","1.5",0.23,0.998
"2348",NA,"GLMM","5","24","0.1","1.5",0.24,0.998
"2349",NA,"GLMM","5","24","0.1","1.5",0.25,0.998
"2350",NA,"GLMM","5","24","0.1","1.5",0.26,0.998
"2351",NA,"GLMM","5","24","0.1","1.5",0.27,0.998
"2352",NA,"GLMM","5","24","0.1","1.5",0.28,0.998
"2353",NA,"GLMM","5","24","0.1","1.5",0.29,0.998
"2354",NA,"GLMM","5","24","0.1","1.5",0.3,0.998
"2355",NA,"GLMM","5","24","0.1","1.5",0.31,0.998
"2356",NA,"GLMM","5","24","0.1","1.5",0.32,0.998
"2357",NA,"GLMM","5","24","0.1","1.5",0.33,0.998
"2358",NA,"GLMM","5","24","0.1","1.5",0.34,0.998
"2359",NA,"GLMM","5","24","0.1","1.5",0.35,0.998
"2360",NA,"GLMM","5","24","0.1","1.5",0.36,0.998
"2361",NA,"GLMM","5","24","0.1","1.5",0.37,0.998
"2362",NA,"GLMM","5","24","0.1","1.5",0.38,0.998
"2363",NA,"GLMM","5","24","0.1","1.5",0.39,0.998
"2364",NA,"GLMM","5","24","0.1","1.5",0.4,0.998
"2365",NA,"GLMM","5","24","0.1","1.5",0.41,0.998
"2366",NA,"GLMM","5","24","0.1","1.5",0.42,0.998
"2367",NA,"GLMM","5","24","0.1","1.5",0.43,0.998
"2368",NA,"GLMM","5","24","0.1","1.5",0.44,0.998
"2369",NA,"GLMM","5","24","0.1","1.5",0.45,0.998
"2370",NA,"GLMM","5","24","0.1","1.5",0.46,0.998
"2371",NA,"GLMM","5","24","0.1","1.5",0.47,0.998
"2372",NA,"GLMM","5","24","0.1","1.5",0.48,0.998
"2373",NA,"GLMM","5","24","0.1","1.5",0.49,0.998
"2374",NA,"GLMM","5","24","0.1","1.5",0.5,0.998
"2375",NA,"GLMM","5","24","0.1","1.5",0.51,0.998
"2376",NA,"GLMM","5","24","0.1","1.5",0.52,0.998
"2377",NA,"GLMM","5","24","0.1","1.5",0.53,0.998
"2378",NA,"GLMM","5","24","0.1","1.5",0.54,0.998
"2379",NA,"GLMM","5","24","0.1","1.5",0.55,0.998
"2380",NA,"GLMM","5","24","0.1","1.5",0.56,0.998
"2381",NA,"GLMM","5","24","0.1","1.5",0.57,0.998
"2382",NA,"GLMM","5","24","0.1","1.5",0.58,0.998
"2383",NA,"GLMM","5","24","0.1","1.5",0.59,0.998
"2384",NA,"GLMM","5","24","0.1","1.5",0.6,0.998
"2385",NA,"GLMM","5","24","0.1","1.5",0.61,0.998
"2386",NA,"GLMM","5","24","0.1","1.5",0.62,0.998
"2387",NA,"GLMM","5","24","0.1","1.5",0.63,0.998
"2388",NA,"GLMM","5","24","0.1","1.5",0.64,0.998
"2389",NA,"GLMM","5","24","0.1","1.5",0.65,0.998
"2390",NA,"GLMM","5","24","0.1","1.5",0.66,0.998
"2391",NA,"GLMM","5","24","0.1","1.5",0.67,0.998
"2392",NA,"GLMM","5","24","0.1","1.5",0.68,0.998
"2393",NA,"GLMM","5","24","0.1","1.5",0.69,0.998
"2394",NA,"GLMM","5","24","0.1","1.5",0.7,0.998
"2395",NA,"GLMM","5","24","0.1","1.5",0.71,0.998
"2396",NA,"GLMM","5","24","0.1","1.5",0.72,0.998
"2397",NA,"GLMM","5","24","0.1","1.5",0.73,0.998
"2398",NA,"GLMM","5","24","0.1","1.5",0.74,0.998
"2399",NA,"GLMM","5","24","0.1","1.5",0.75,0.998
"2400",NA,"GLMM","5","24","0.1","1.5",0.76,0.998
"2401",NA,"GLMM","5","24","0.1","1.5",0.77,0.998
"2402",NA,"GLMM","5","24","0.1","1.5",0.78,0.998
"2403",NA,"GLMM","5","24","0.1","1.5",0.79,0.998
"2404",NA,"GLMM","5","24","0.1","1.5",0.8,0.998
"2405",NA,"GLMM","5","24","0.1","1.5",0.81,0.998
"2406",NA,"GLMM","5","24","0.1","1.5",0.82,0.998
"2407",NA,"GLMM","5","24","0.1","1.5",0.83,0.998
"2408",NA,"GLMM","5","24","0.1","1.5",0.84,0.998
"2409",NA,"GLMM","5","24","0.1","1.5",0.85,0.998
"2410",NA,"GLMM","5","24","0.1","1.5",0.86,0.998
"2411",NA,"GLMM","5","24","0.1","1.5",0.87,0.998
"2412",NA,"GLMM","5","24","0.1","1.5",0.88,0.998
"2413",NA,"GLMM","5","24","0.1","1.5",0.89,0.998
"2414",NA,"GLMM","5","24","0.1","1.5",0.9,0.998
"2415",NA,"GLMM","5","24","0.1","1.5",0.91,0.998
"2416",NA,"GLMM","5","24","0.1","1.5",0.92,0.998
"2417",NA,"GLMM","5","24","0.1","1.5",0.93,0.998
"2418",NA,"GLMM","5","24","0.1","1.5",0.94,0.998
"2419",NA,"GLMM","5","24","0.1","1.5",0.95,0.998
"2420",NA,"GLMM","5","24","0.1","1.5",0.96,0.998
"2421",NA,"GLMM","5","24","0.1","1.5",0.97,0.998
"2422",NA,"GLMM","5","24","0.1","1.5",0.98,0.998
"2423",NA,"GLMM","5","24","0.1","1.5",0.99,0.998
"2424",NA,"GLMM","5","24","0.1","1.5",1,1
"2425",NA,"GLMM","5","25","0.1","1.5",0,0
"2426",NA,"GLMM","5","25","0.1","1.5",0.01,0.984363354037267
"2427",NA,"GLMM","5","25","0.1","1.5",0.02,0.991767233661594
"2428",NA,"GLMM","5","25","0.1","1.5",0.03,0.995092651757189
"2429",NA,"GLMM","5","25","0.1","1.5",0.04,0.996062360801782
"2430",NA,"GLMM","5","25","0.1","1.5",0.05,0.996865671641791
"2431",NA,"GLMM","5","25","0.1","1.5",0.06,0.9974327563249
"2432",NA,"GLMM","5","25","0.1","1.5",0.07,0.99780854197349
"2433",NA,"GLMM","5","25","0.1","1.5",0.08,0.99803300330033
"2434",NA,"GLMM","5","25","0.1","1.5",0.09,0.998392344497608
"2435",NA,"GLMM","5","25","0.1","1.5",0.1,0.998612345679012
"2436",NA,"GLMM","5","25","0.1","1.5",0.11,0.998928270042194
"2437",NA,"GLMM","5","25","0.1","1.5",0.12,0.998375
"2438",NA,"GLMM","5","25","0.1","1.5",0.13,0.998
"2439",NA,"GLMM","5","25","0.1","1.5",0.14,0.998
"2440",NA,"GLMM","5","25","0.1","1.5",0.15,0.998
"2441",NA,"GLMM","5","25","0.1","1.5",0.16,0.998
"2442",NA,"GLMM","5","25","0.1","1.5",0.17,0.998
"2443",NA,"GLMM","5","25","0.1","1.5",0.18,0.998
"2444",NA,"GLMM","5","25","0.1","1.5",0.19,0.998
"2445",NA,"GLMM","5","25","0.1","1.5",0.2,0.998
"2446",NA,"GLMM","5","25","0.1","1.5",0.21,0.998
"2447",NA,"GLMM","5","25","0.1","1.5",0.22,0.998
"2448",NA,"GLMM","5","25","0.1","1.5",0.23,0.998
"2449",NA,"GLMM","5","25","0.1","1.5",0.24,0.998
"2450",NA,"GLMM","5","25","0.1","1.5",0.25,0.998
"2451",NA,"GLMM","5","25","0.1","1.5",0.26,0.998
"2452",NA,"GLMM","5","25","0.1","1.5",0.27,0.998
"2453",NA,"GLMM","5","25","0.1","1.5",0.28,0.998
"2454",NA,"GLMM","5","25","0.1","1.5",0.29,0.998
"2455",NA,"GLMM","5","25","0.1","1.5",0.3,0.998
"2456",NA,"GLMM","5","25","0.1","1.5",0.31,0.998
"2457",NA,"GLMM","5","25","0.1","1.5",0.32,0.998
"2458",NA,"GLMM","5","25","0.1","1.5",0.33,0.998
"2459",NA,"GLMM","5","25","0.1","1.5",0.34,0.998
"2460",NA,"GLMM","5","25","0.1","1.5",0.35,0.998
"2461",NA,"GLMM","5","25","0.1","1.5",0.36,0.998
"2462",NA,"GLMM","5","25","0.1","1.5",0.37,0.998
"2463",NA,"GLMM","5","25","0.1","1.5",0.38,0.998
"2464",NA,"GLMM","5","25","0.1","1.5",0.39,0.998
"2465",NA,"GLMM","5","25","0.1","1.5",0.4,0.998
"2466",NA,"GLMM","5","25","0.1","1.5",0.41,0.998
"2467",NA,"GLMM","5","25","0.1","1.5",0.42,0.998
"2468",NA,"GLMM","5","25","0.1","1.5",0.43,0.998
"2469",NA,"GLMM","5","25","0.1","1.5",0.44,0.998
"2470",NA,"GLMM","5","25","0.1","1.5",0.45,0.998
"2471",NA,"GLMM","5","25","0.1","1.5",0.46,0.998
"2472",NA,"GLMM","5","25","0.1","1.5",0.47,0.998
"2473",NA,"GLMM","5","25","0.1","1.5",0.48,0.998
"2474",NA,"GLMM","5","25","0.1","1.5",0.49,0.998
"2475",NA,"GLMM","5","25","0.1","1.5",0.5,0.998
"2476",NA,"GLMM","5","25","0.1","1.5",0.51,0.998
"2477",NA,"GLMM","5","25","0.1","1.5",0.52,0.998
"2478",NA,"GLMM","5","25","0.1","1.5",0.53,0.998
"2479",NA,"GLMM","5","25","0.1","1.5",0.54,0.998
"2480",NA,"GLMM","5","25","0.1","1.5",0.55,0.998
"2481",NA,"GLMM","5","25","0.1","1.5",0.56,0.998
"2482",NA,"GLMM","5","25","0.1","1.5",0.57,0.998
"2483",NA,"GLMM","5","25","0.1","1.5",0.58,0.998
"2484",NA,"GLMM","5","25","0.1","1.5",0.59,0.998
"2485",NA,"GLMM","5","25","0.1","1.5",0.6,0.998
"2486",NA,"GLMM","5","25","0.1","1.5",0.61,0.998
"2487",NA,"GLMM","5","25","0.1","1.5",0.62,0.998
"2488",NA,"GLMM","5","25","0.1","1.5",0.63,0.998
"2489",NA,"GLMM","5","25","0.1","1.5",0.64,0.998
"2490",NA,"GLMM","5","25","0.1","1.5",0.65,0.998
"2491",NA,"GLMM","5","25","0.1","1.5",0.66,0.998
"2492",NA,"GLMM","5","25","0.1","1.5",0.67,0.998
"2493",NA,"GLMM","5","25","0.1","1.5",0.68,0.998
"2494",NA,"GLMM","5","25","0.1","1.5",0.69,0.998
"2495",NA,"GLMM","5","25","0.1","1.5",0.7,0.998
"2496",NA,"GLMM","5","25","0.1","1.5",0.71,0.998
"2497",NA,"GLMM","5","25","0.1","1.5",0.72,0.998
"2498",NA,"GLMM","5","25","0.1","1.5",0.73,0.998
"2499",NA,"GLMM","5","25","0.1","1.5",0.74,0.998
"2500",NA,"GLMM","5","25","0.1","1.5",0.75,0.998
"2501",NA,"GLMM","5","25","0.1","1.5",0.76,0.998
"2502",NA,"GLMM","5","25","0.1","1.5",0.77,0.998
"2503",NA,"GLMM","5","25","0.1","1.5",0.78,0.998
"2504",NA,"GLMM","5","25","0.1","1.5",0.79,0.998
"2505",NA,"GLMM","5","25","0.1","1.5",0.8,0.998
"2506",NA,"GLMM","5","25","0.1","1.5",0.81,0.998
"2507",NA,"GLMM","5","25","0.1","1.5",0.82,0.998
"2508",NA,"GLMM","5","25","0.1","1.5",0.83,0.998
"2509",NA,"GLMM","5","25","0.1","1.5",0.84,0.998
"2510",NA,"GLMM","5","25","0.1","1.5",0.85,0.998
"2511",NA,"GLMM","5","25","0.1","1.5",0.86,0.998
"2512",NA,"GLMM","5","25","0.1","1.5",0.87,0.998
"2513",NA,"GLMM","5","25","0.1","1.5",0.88,0.998
"2514",NA,"GLMM","5","25","0.1","1.5",0.89,0.998
"2515",NA,"GLMM","5","25","0.1","1.5",0.9,0.998
"2516",NA,"GLMM","5","25","0.1","1.5",0.91,0.998
"2517",NA,"GLMM","5","25","0.1","1.5",0.92,0.998
"2518",NA,"GLMM","5","25","0.1","1.5",0.93,0.998
"2519",NA,"GLMM","5","25","0.1","1.5",0.94,0.998
"2520",NA,"GLMM","5","25","0.1","1.5",0.95,0.998
"2521",NA,"GLMM","5","25","0.1","1.5",0.96,0.998
"2522",NA,"GLMM","5","25","0.1","1.5",0.97,0.998
"2523",NA,"GLMM","5","25","0.1","1.5",0.98,0.998
"2524",NA,"GLMM","5","25","0.1","1.5",0.99,0.998
"2525",NA,"GLMM","5","25","0.1","1.5",1,1
"2526",NA,"GLMM","5","26","0.1","1.5",0,0
"2527",NA,"GLMM","5","26","0.1","1.5",0.01,0.984363354037267
"2528",NA,"GLMM","5","26","0.1","1.5",0.02,0.991767233661594
"2529",NA,"GLMM","5","26","0.1","1.5",0.03,0.995092651757189
"2530",NA,"GLMM","5","26","0.1","1.5",0.04,0.996062360801782
"2531",NA,"GLMM","5","26","0.1","1.5",0.05,0.996865671641791
"2532",NA,"GLMM","5","26","0.1","1.5",0.06,0.9974327563249
"2533",NA,"GLMM","5","26","0.1","1.5",0.07,0.99780854197349
"2534",NA,"GLMM","5","26","0.1","1.5",0.08,0.99803300330033
"2535",NA,"GLMM","5","26","0.1","1.5",0.09,0.998392344497608
"2536",NA,"GLMM","5","26","0.1","1.5",0.1,0.998612345679012
"2537",NA,"GLMM","5","26","0.1","1.5",0.11,0.998928270042194
"2538",NA,"GLMM","5","26","0.1","1.5",0.12,0.998375
"2539",NA,"GLMM","5","26","0.1","1.5",0.13,0.998
"2540",NA,"GLMM","5","26","0.1","1.5",0.14,0.998
"2541",NA,"GLMM","5","26","0.1","1.5",0.15,0.998
"2542",NA,"GLMM","5","26","0.1","1.5",0.16,0.998
"2543",NA,"GLMM","5","26","0.1","1.5",0.17,0.998
"2544",NA,"GLMM","5","26","0.1","1.5",0.18,0.998
"2545",NA,"GLMM","5","26","0.1","1.5",0.19,0.998
"2546",NA,"GLMM","5","26","0.1","1.5",0.2,0.998
"2547",NA,"GLMM","5","26","0.1","1.5",0.21,0.998
"2548",NA,"GLMM","5","26","0.1","1.5",0.22,0.998
"2549",NA,"GLMM","5","26","0.1","1.5",0.23,0.998
"2550",NA,"GLMM","5","26","0.1","1.5",0.24,0.998
"2551",NA,"GLMM","5","26","0.1","1.5",0.25,0.998
"2552",NA,"GLMM","5","26","0.1","1.5",0.26,0.998
"2553",NA,"GLMM","5","26","0.1","1.5",0.27,0.998
"2554",NA,"GLMM","5","26","0.1","1.5",0.28,0.998
"2555",NA,"GLMM","5","26","0.1","1.5",0.29,0.998
"2556",NA,"GLMM","5","26","0.1","1.5",0.3,0.998
"2557",NA,"GLMM","5","26","0.1","1.5",0.31,0.998
"2558",NA,"GLMM","5","26","0.1","1.5",0.32,0.998
"2559",NA,"GLMM","5","26","0.1","1.5",0.33,0.998
"2560",NA,"GLMM","5","26","0.1","1.5",0.34,0.998
"2561",NA,"GLMM","5","26","0.1","1.5",0.35,0.998
"2562",NA,"GLMM","5","26","0.1","1.5",0.36,0.998
"2563",NA,"GLMM","5","26","0.1","1.5",0.37,0.998
"2564",NA,"GLMM","5","26","0.1","1.5",0.38,0.998
"2565",NA,"GLMM","5","26","0.1","1.5",0.39,0.998
"2566",NA,"GLMM","5","26","0.1","1.5",0.4,0.998
"2567",NA,"GLMM","5","26","0.1","1.5",0.41,0.998
"2568",NA,"GLMM","5","26","0.1","1.5",0.42,0.998
"2569",NA,"GLMM","5","26","0.1","1.5",0.43,0.998
"2570",NA,"GLMM","5","26","0.1","1.5",0.44,0.998
"2571",NA,"GLMM","5","26","0.1","1.5",0.45,0.998
"2572",NA,"GLMM","5","26","0.1","1.5",0.46,0.998
"2573",NA,"GLMM","5","26","0.1","1.5",0.47,0.998
"2574",NA,"GLMM","5","26","0.1","1.5",0.48,0.998
"2575",NA,"GLMM","5","26","0.1","1.5",0.49,0.998
"2576",NA,"GLMM","5","26","0.1","1.5",0.5,0.998
"2577",NA,"GLMM","5","26","0.1","1.5",0.51,0.998
"2578",NA,"GLMM","5","26","0.1","1.5",0.52,0.998
"2579",NA,"GLMM","5","26","0.1","1.5",0.53,0.998
"2580",NA,"GLMM","5","26","0.1","1.5",0.54,0.998
"2581",NA,"GLMM","5","26","0.1","1.5",0.55,0.998
"2582",NA,"GLMM","5","26","0.1","1.5",0.56,0.998
"2583",NA,"GLMM","5","26","0.1","1.5",0.57,0.998
"2584",NA,"GLMM","5","26","0.1","1.5",0.58,0.998
"2585",NA,"GLMM","5","26","0.1","1.5",0.59,0.998
"2586",NA,"GLMM","5","26","0.1","1.5",0.6,0.998
"2587",NA,"GLMM","5","26","0.1","1.5",0.61,0.998
"2588",NA,"GLMM","5","26","0.1","1.5",0.62,0.998
"2589",NA,"GLMM","5","26","0.1","1.5",0.63,0.998
"2590",NA,"GLMM","5","26","0.1","1.5",0.64,0.998
"2591",NA,"GLMM","5","26","0.1","1.5",0.65,0.998
"2592",NA,"GLMM","5","26","0.1","1.5",0.66,0.998
"2593",NA,"GLMM","5","26","0.1","1.5",0.67,0.998
"2594",NA,"GLMM","5","26","0.1","1.5",0.68,0.998
"2595",NA,"GLMM","5","26","0.1","1.5",0.69,0.998
"2596",NA,"GLMM","5","26","0.1","1.5",0.7,0.998
"2597",NA,"GLMM","5","26","0.1","1.5",0.71,0.998
"2598",NA,"GLMM","5","26","0.1","1.5",0.72,0.998
"2599",NA,"GLMM","5","26","0.1","1.5",0.73,0.998
"2600",NA,"GLMM","5","26","0.1","1.5",0.74,0.998
"2601",NA,"GLMM","5","26","0.1","1.5",0.75,0.998
"2602",NA,"GLMM","5","26","0.1","1.5",0.76,0.998
"2603",NA,"GLMM","5","26","0.1","1.5",0.77,0.998
"2604",NA,"GLMM","5","26","0.1","1.5",0.78,0.998
"2605",NA,"GLMM","5","26","0.1","1.5",0.79,0.998
"2606",NA,"GLMM","5","26","0.1","1.5",0.8,0.998
"2607",NA,"GLMM","5","26","0.1","1.5",0.81,0.998
"2608",NA,"GLMM","5","26","0.1","1.5",0.82,0.998
"2609",NA,"GLMM","5","26","0.1","1.5",0.83,0.998
"2610",NA,"GLMM","5","26","0.1","1.5",0.84,0.998
"2611",NA,"GLMM","5","26","0.1","1.5",0.85,0.998
"2612",NA,"GLMM","5","26","0.1","1.5",0.86,0.998
"2613",NA,"GLMM","5","26","0.1","1.5",0.87,0.998
"2614",NA,"GLMM","5","26","0.1","1.5",0.88,0.998
"2615",NA,"GLMM","5","26","0.1","1.5",0.89,0.998
"2616",NA,"GLMM","5","26","0.1","1.5",0.9,0.998
"2617",NA,"GLMM","5","26","0.1","1.5",0.91,0.998
"2618",NA,"GLMM","5","26","0.1","1.5",0.92,0.998
"2619",NA,"GLMM","5","26","0.1","1.5",0.93,0.998
"2620",NA,"GLMM","5","26","0.1","1.5",0.94,0.998
"2621",NA,"GLMM","5","26","0.1","1.5",0.95,0.998
"2622",NA,"GLMM","5","26","0.1","1.5",0.96,0.998
"2623",NA,"GLMM","5","26","0.1","1.5",0.97,0.998
"2624",NA,"GLMM","5","26","0.1","1.5",0.98,0.998
"2625",NA,"GLMM","5","26","0.1","1.5",0.99,0.998
"2626",NA,"GLMM","5","26","0.1","1.5",1,1
"2627",NA,"GLMM","5","27","0.1","1.5",0,0
"2628",NA,"GLMM","5","27","0.1","1.5",0.01,0.984363354037267
"2629",NA,"GLMM","5","27","0.1","1.5",0.02,0.991767233661594
"2630",NA,"GLMM","5","27","0.1","1.5",0.03,0.995092651757189
"2631",NA,"GLMM","5","27","0.1","1.5",0.04,0.996062360801782
"2632",NA,"GLMM","5","27","0.1","1.5",0.05,0.996865671641791
"2633",NA,"GLMM","5","27","0.1","1.5",0.06,0.9974327563249
"2634",NA,"GLMM","5","27","0.1","1.5",0.07,0.99780854197349
"2635",NA,"GLMM","5","27","0.1","1.5",0.08,0.99803300330033
"2636",NA,"GLMM","5","27","0.1","1.5",0.09,0.998392344497608
"2637",NA,"GLMM","5","27","0.1","1.5",0.1,0.998612345679012
"2638",NA,"GLMM","5","27","0.1","1.5",0.11,0.998928270042194
"2639",NA,"GLMM","5","27","0.1","1.5",0.12,0.998375
"2640",NA,"GLMM","5","27","0.1","1.5",0.13,0.998
"2641",NA,"GLMM","5","27","0.1","1.5",0.14,0.998
"2642",NA,"GLMM","5","27","0.1","1.5",0.15,0.998
"2643",NA,"GLMM","5","27","0.1","1.5",0.16,0.998
"2644",NA,"GLMM","5","27","0.1","1.5",0.17,0.998
"2645",NA,"GLMM","5","27","0.1","1.5",0.18,0.998
"2646",NA,"GLMM","5","27","0.1","1.5",0.19,0.998
"2647",NA,"GLMM","5","27","0.1","1.5",0.2,0.998
"2648",NA,"GLMM","5","27","0.1","1.5",0.21,0.998
"2649",NA,"GLMM","5","27","0.1","1.5",0.22,0.998
"2650",NA,"GLMM","5","27","0.1","1.5",0.23,0.998
"2651",NA,"GLMM","5","27","0.1","1.5",0.24,0.998
"2652",NA,"GLMM","5","27","0.1","1.5",0.25,0.998
"2653",NA,"GLMM","5","27","0.1","1.5",0.26,0.998
"2654",NA,"GLMM","5","27","0.1","1.5",0.27,0.998
"2655",NA,"GLMM","5","27","0.1","1.5",0.28,0.998
"2656",NA,"GLMM","5","27","0.1","1.5",0.29,0.998
"2657",NA,"GLMM","5","27","0.1","1.5",0.3,0.998
"2658",NA,"GLMM","5","27","0.1","1.5",0.31,0.998
"2659",NA,"GLMM","5","27","0.1","1.5",0.32,0.998
"2660",NA,"GLMM","5","27","0.1","1.5",0.33,0.998
"2661",NA,"GLMM","5","27","0.1","1.5",0.34,0.998
"2662",NA,"GLMM","5","27","0.1","1.5",0.35,0.998
"2663",NA,"GLMM","5","27","0.1","1.5",0.36,0.998
"2664",NA,"GLMM","5","27","0.1","1.5",0.37,0.998
"2665",NA,"GLMM","5","27","0.1","1.5",0.38,0.998
"2666",NA,"GLMM","5","27","0.1","1.5",0.39,0.998
"2667",NA,"GLMM","5","27","0.1","1.5",0.4,0.998
"2668",NA,"GLMM","5","27","0.1","1.5",0.41,0.998
"2669",NA,"GLMM","5","27","0.1","1.5",0.42,0.998
"2670",NA,"GLMM","5","27","0.1","1.5",0.43,0.998
"2671",NA,"GLMM","5","27","0.1","1.5",0.44,0.998
"2672",NA,"GLMM","5","27","0.1","1.5",0.45,0.998
"2673",NA,"GLMM","5","27","0.1","1.5",0.46,0.998
"2674",NA,"GLMM","5","27","0.1","1.5",0.47,0.998
"2675",NA,"GLMM","5","27","0.1","1.5",0.48,0.998
"2676",NA,"GLMM","5","27","0.1","1.5",0.49,0.998
"2677",NA,"GLMM","5","27","0.1","1.5",0.5,0.998
"2678",NA,"GLMM","5","27","0.1","1.5",0.51,0.998
"2679",NA,"GLMM","5","27","0.1","1.5",0.52,0.998
"2680",NA,"GLMM","5","27","0.1","1.5",0.53,0.998
"2681",NA,"GLMM","5","27","0.1","1.5",0.54,0.998
"2682",NA,"GLMM","5","27","0.1","1.5",0.55,0.998
"2683",NA,"GLMM","5","27","0.1","1.5",0.56,0.998
"2684",NA,"GLMM","5","27","0.1","1.5",0.57,0.998
"2685",NA,"GLMM","5","27","0.1","1.5",0.58,0.998
"2686",NA,"GLMM","5","27","0.1","1.5",0.59,0.998
"2687",NA,"GLMM","5","27","0.1","1.5",0.6,0.998
"2688",NA,"GLMM","5","27","0.1","1.5",0.61,0.998
"2689",NA,"GLMM","5","27","0.1","1.5",0.62,0.998
"2690",NA,"GLMM","5","27","0.1","1.5",0.63,0.998
"2691",NA,"GLMM","5","27","0.1","1.5",0.64,0.998
"2692",NA,"GLMM","5","27","0.1","1.5",0.65,0.998
"2693",NA,"GLMM","5","27","0.1","1.5",0.66,0.998
"2694",NA,"GLMM","5","27","0.1","1.5",0.67,0.998
"2695",NA,"GLMM","5","27","0.1","1.5",0.68,0.998
"2696",NA,"GLMM","5","27","0.1","1.5",0.69,0.998
"2697",NA,"GLMM","5","27","0.1","1.5",0.7,0.998
"2698",NA,"GLMM","5","27","0.1","1.5",0.71,0.998
"2699",NA,"GLMM","5","27","0.1","1.5",0.72,0.998
"2700",NA,"GLMM","5","27","0.1","1.5",0.73,0.998
"2701",NA,"GLMM","5","27","0.1","1.5",0.74,0.998
"2702",NA,"GLMM","5","27","0.1","1.5",0.75,0.998
"2703",NA,"GLMM","5","27","0.1","1.5",0.76,0.998
"2704",NA,"GLMM","5","27","0.1","1.5",0.77,0.998
"2705",NA,"GLMM","5","27","0.1","1.5",0.78,0.998
"2706",NA,"GLMM","5","27","0.1","1.5",0.79,0.998
"2707",NA,"GLMM","5","27","0.1","1.5",0.8,0.998
"2708",NA,"GLMM","5","27","0.1","1.5",0.81,0.998
"2709",NA,"GLMM","5","27","0.1","1.5",0.82,0.998
"2710",NA,"GLMM","5","27","0.1","1.5",0.83,0.998
"2711",NA,"GLMM","5","27","0.1","1.5",0.84,0.998
"2712",NA,"GLMM","5","27","0.1","1.5",0.85,0.998
"2713",NA,"GLMM","5","27","0.1","1.5",0.86,0.998
"2714",NA,"GLMM","5","27","0.1","1.5",0.87,0.998
"2715",NA,"GLMM","5","27","0.1","1.5",0.88,0.998
"2716",NA,"GLMM","5","27","0.1","1.5",0.89,0.998
"2717",NA,"GLMM","5","27","0.1","1.5",0.9,0.998
"2718",NA,"GLMM","5","27","0.1","1.5",0.91,0.998
"2719",NA,"GLMM","5","27","0.1","1.5",0.92,0.998
"2720",NA,"GLMM","5","27","0.1","1.5",0.93,0.998
"2721",NA,"GLMM","5","27","0.1","1.5",0.94,0.998
"2722",NA,"GLMM","5","27","0.1","1.5",0.95,0.998
"2723",NA,"GLMM","5","27","0.1","1.5",0.96,0.998
"2724",NA,"GLMM","5","27","0.1","1.5",0.97,0.998
"2725",NA,"GLMM","5","27","0.1","1.5",0.98,0.998
"2726",NA,"GLMM","5","27","0.1","1.5",0.99,0.998
"2727",NA,"GLMM","5","27","0.1","1.5",1,1
"2728",NA,"GLMM","5","28","0.1","1.5",0,0
"2729",NA,"GLMM","5","28","0.1","1.5",0.01,0.984363354037267
"2730",NA,"GLMM","5","28","0.1","1.5",0.02,0.991767233661594
"2731",NA,"GLMM","5","28","0.1","1.5",0.03,0.995092651757189
"2732",NA,"GLMM","5","28","0.1","1.5",0.04,0.996062360801782
"2733",NA,"GLMM","5","28","0.1","1.5",0.05,0.996865671641791
"2734",NA,"GLMM","5","28","0.1","1.5",0.06,0.9974327563249
