"","method","dataset","sampleSize","simulation","FPR","foldEffect","fpr","tpr","se"
"371",NA,"GLMM","5"," 4","0.1","1.5",0.67,0.998,NA
"372",NA,"GLMM","5"," 4","0.1","1.5",0.68,0.998,NA
"373",NA,"GLMM","5"," 4","0.1","1.5",0.69,0.998,NA
"374",NA,"GLMM","5"," 4","0.1","1.5",0.7,0.998,NA
"375",NA,"GLMM","5"," 4","0.1","1.5",0.71,0.998,NA
"376",NA,"GLMM","5"," 4","0.1","1.5",0.72,0.998,NA
"377",NA,"GLMM","5"," 4","0.1","1.5",0.73,0.998,NA
"378",NA,"GLMM","5"," 4","0.1","1.5",0.74,0.998,NA
"379",NA,"GLMM","5"," 4","0.1","1.5",0.75,0.998,NA
"380",NA,"GLMM","5"," 4","0.1","1.5",0.76,0.998,NA
"381",NA,"GLMM","5"," 4","0.1","1.5",0.77,0.998,NA
"382",NA,"GLMM","5"," 4","0.1","1.5",0.78,0.998,NA
"383",NA,"GLMM","5"," 4","0.1","1.5",0.79,0.998,NA
"384",NA,"GLMM","5"," 4","0.1","1.5",0.8,0.998,NA
"385",NA,"GLMM","5"," 4","0.1","1.5",0.81,0.998,NA
"386",NA,"GLMM","5"," 4","0.1","1.5",0.82,0.998,NA
"387",NA,"GLMM","5"," 4","0.1","1.5",0.83,0.998,NA
"388",NA,"GLMM","5"," 4","0.1","1.5",0.84,0.998,NA
"389",NA,"GLMM","5"," 4","0.1","1.5",0.85,0.998,NA
"390",NA,"GLMM","5"," 4","0.1","1.5",0.86,0.998,NA
"391",NA,"GLMM","5"," 4","0.1","1.5",0.87,0.998,NA
"392",NA,"GLMM","5"," 4","0.1","1.5",0.88,0.998,NA
"393",NA,"GLMM","5"," 4","0.1","1.5",0.89,0.998,NA
"394",NA,"GLMM","5"," 4","0.1","1.5",0.9,0.998,NA
"395",NA,"GLMM","5"," 4","0.1","1.5",0.91,0.998,NA
"396",NA,"GLMM","5"," 4","0.1","1.5",0.92,0.998,NA
"397",NA,"GLMM","5"," 4","0.1","1.5",0.93,0.998,NA
"398",NA,"GLMM","5"," 4","0.1","1.5",0.94,0.998,NA
"399",NA,"GLMM","5"," 4","0.1","1.5",0.95,0.998,NA
"400",NA,"GLMM","5"," 4","0.1","1.5",0.96,0.998,NA
"401",NA,"GLMM","5"," 4","0.1","1.5",0.97,0.998,NA
"402",NA,"GLMM","5"," 4","0.1","1.5",0.98,0.998,NA
"403",NA,"GLMM","5"," 4","0.1","1.5",0.99,0.998,NA
"404",NA,"GLMM","5"," 4","0.1","1.5",1,1,NA
"405",NA,"GLMM","5"," 5","0.1","1.5",0,0,NA
"406",NA,"GLMM","5"," 5","0.1","1.5",0.01,0.984363354037267,NA
"407",NA,"GLMM","5"," 5","0.1","1.5",0.02,0.991767233661594,NA
"408",NA,"GLMM","5"," 5","0.1","1.5",0.03,0.995092651757189,NA
"409",NA,"GLMM","5"," 5","0.1","1.5",0.04,0.996062360801782,NA
"410",NA,"GLMM","5"," 5","0.1","1.5",0.05,0.996865671641791,NA
"411",NA,"GLMM","5"," 5","0.1","1.5",0.06,0.9974327563249,NA
"412",NA,"GLMM","5"," 5","0.1","1.5",0.07,0.99780854197349,NA
"413",NA,"GLMM","5"," 5","0.1","1.5",0.08,0.99803300330033,NA
"414",NA,"GLMM","5"," 5","0.1","1.5",0.09,0.998392344497608,NA
"415",NA,"GLMM","5"," 5","0.1","1.5",0.1,0.998612345679012,NA
"416",NA,"GLMM","5"," 5","0.1","1.5",0.11,0.998928270042194,NA
"417",NA,"GLMM","5"," 5","0.1","1.5",0.12,0.998375,NA
"418",NA,"GLMM","5"," 5","0.1","1.5",0.13,0.998,NA
"419",NA,"GLMM","5"," 5","0.1","1.5",0.14,0.998,NA
"420",NA,"GLMM","5"," 5","0.1","1.5",0.15,0.998,NA
"421",NA,"GLMM","5"," 5","0.1","1.5",0.16,0.998,NA
"422",NA,"GLMM","5"," 5","0.1","1.5",0.17,0.998,NA
"423",NA,"GLMM","5"," 5","0.1","1.5",0.18,0.998,NA
"424",NA,"GLMM","5"," 5","0.1","1.5",0.19,0.998,NA
"425",NA,"GLMM","5"," 5","0.1","1.5",0.2,0.998,NA
"426",NA,"GLMM","5"," 5","0.1","1.5",0.21,0.998,NA
"427",NA,"GLMM","5"," 5","0.1","1.5",0.22,0.998,NA
"428",NA,"GLMM","5"," 5","0.1","1.5",0.23,0.998,NA
"429",NA,"GLMM","5"," 5","0.1","1.5",0.24,0.998,NA
"430",NA,"GLMM","5"," 5","0.1","1.5",0.25,0.998,NA
"431",NA,"GLMM","5"," 5","0.1","1.5",0.26,0.998,NA
"432",NA,"GLMM","5"," 5","0.1","1.5",0.27,0.998,NA
"433",NA,"GLMM","5"," 5","0.1","1.5",0.28,0.998,NA
"434",NA,"GLMM","5"," 5","0.1","1.5",0.29,0.998,NA
"435",NA,"GLMM","5"," 5","0.1","1.5",0.3,0.998,NA
"436",NA,"GLMM","5"," 5","0.1","1.5",0.31,0.998,NA
"437",NA,"GLMM","5"," 5","0.1","1.5",0.32,0.998,NA
"438",NA,"GLMM","5"," 5","0.1","1.5",0.33,0.998,NA
"439",NA,"GLMM","5"," 5","0.1","1.5",0.34,0.998,NA
"440",NA,"GLMM","5"," 5","0.1","1.5",0.35,0.998,NA
"441",NA,"GLMM","5"," 5","0.1","1.5",0.36,0.998,NA
"442",NA,"GLMM","5"," 5","0.1","1.5",0.37,0.998,NA
"443",NA,"GLMM","5"," 5","0.1","1.5",0.38,0.998,NA
"444",NA,"GLMM","5"," 5","0.1","1.5",0.39,0.998,NA
"445",NA,"GLMM","5"," 5","0.1","1.5",0.4,0.998,NA
"446",NA,"GLMM","5"," 5","0.1","1.5",0.41,0.998,NA
"447",NA,"GLMM","5"," 5","0.1","1.5",0.42,0.998,NA
"448",NA,"GLMM","5"," 5","0.1","1.5",0.43,0.998,NA
"449",NA,"GLMM","5"," 5","0.1","1.5",0.44,0.998,NA
"450",NA,"GLMM","5"," 5","0.1","1.5",0.45,0.998,NA
"451",NA,"GLMM","5"," 5","0.1","1.5",0.46,0.998,NA
"452",NA,"GLMM","5"," 5","0.1","1.5",0.47,0.998,NA
"453",NA,"GLMM","5"," 5","0.1","1.5",0.48,0.998,NA
"454",NA,"GLMM","5"," 5","0.1","1.5",0.49,0.998,NA
"455",NA,"GLMM","5"," 5","0.1","1.5",0.5,0.998,NA
"456",NA,"GLMM","5"," 5","0.1","1.5",0.51,0.998,NA
"457",NA,"GLMM","5"," 5","0.1","1.5",0.52,0.998,NA
"458",NA,"GLMM","5"," 5","0.1","1.5",0.53,0.998,NA
"459",NA,"GLMM","5"," 5","0.1","1.5",0.54,0.998,NA
"460",NA,"GLMM","5"," 5","0.1","1.5",0.55,0.998,NA
"461",NA,"GLMM","5"," 5","0.1","1.5",0.56,0.998,NA
"462",NA,"GLMM","5"," 5","0.1","1.5",0.57,0.998,NA
"463",NA,"GLMM","5"," 5","0.1","1.5",0.58,0.998,NA
"464",NA,"GLMM","5"," 5","0.1","1.5",0.59,0.998,NA
"465",NA,"GLMM","5"," 5","0.1","1.5",0.6,0.998,NA
"466",NA,"GLMM","5"," 5","0.1","1.5",0.61,0.998,NA
"467",NA,"GLMM","5"," 5","0.1","1.5",0.62,0.998,NA
"468",NA,"GLMM","5"," 5","0.1","1.5",0.63,0.998,NA
"469",NA,"GLMM","5"," 5","0.1","1.5",0.64,0.998,NA
"470",NA,"GLMM","5"," 5","0.1","1.5",0.65,0.998,NA
"471",NA,"GLMM","5"," 5","0.1","1.5",0.66,0.998,NA
"472",NA,"GLMM","5"," 5","0.1","1.5",0.67,0.998,NA
"473",NA,"GLMM","5"," 5","0.1","1.5",0.68,0.998,NA
"474",NA,"GLMM","5"," 5","0.1","1.5",0.69,0.998,NA
"475",NA,"GLMM","5"," 5","0.1","1.5",0.7,0.998,NA
"476",NA,"GLMM","5"," 5","0.1","1.5",0.71,0.998,NA
"477",NA,"GLMM","5"," 5","0.1","1.5",0.72,0.998,NA
"478",NA,"GLMM","5"," 5","0.1","1.5",0.73,0.998,NA
"479",NA,"GLMM","5"," 5","0.1","1.5",0.74,0.998,NA
"480",NA,"GLMM","5"," 5","0.1","1.5",0.75,0.998,NA
"481",NA,"GLMM","5"," 5","0.1","1.5",0.76,0.998,NA
"482",NA,"GLMM","5"," 5","0.1","1.5",0.77,0.998,NA
"483",NA,"GLMM","5"," 5","0.1","1.5",0.78,0.998,NA
"484",NA,"GLMM","5"," 5","0.1","1.5",0.79,0.998,NA
"485",NA,"GLMM","5"," 5","0.1","1.5",0.8,0.998,NA
"486",NA,"GLMM","5"," 5","0.1","1.5",0.81,0.998,NA
"487",NA,"GLMM","5"," 5","0.1","1.5",0.82,0.998,NA
"488",NA,"GLMM","5"," 5","0.1","1.5",0.83,0.998,NA
"489",NA,"GLMM","5"," 5","0.1","1.5",0.84,0.998,NA
"490",NA,"GLMM","5"," 5","0.1","1.5",0.85,0.998,NA
"491",NA,"GLMM","5"," 5","0.1","1.5",0.86,0.998,NA
"492",NA,"GLMM","5"," 5","0.1","1.5",0.87,0.998,NA
"493",NA,"GLMM","5"," 5","0.1","1.5",0.88,0.998,NA
"494",NA,"GLMM","5"," 5","0.1","1.5",0.89,0.998,NA
"495",NA,"GLMM","5"," 5","0.1","1.5",0.9,0.998,NA
"496",NA,"GLMM","5"," 5","0.1","1.5",0.91,0.998,NA
"497",NA,"GLMM","5"," 5","0.1","1.5",0.92,0.998,NA
"498",NA,"GLMM","5"," 5","0.1","1.5",0.93,0.998,NA
"499",NA,"GLMM","5"," 5","0.1","1.5",0.94,0.998,NA
"500",NA,"GLMM","5"," 5","0.1","1.5",0.95,0.998,NA
"501",NA,"GLMM","5"," 5","0.1","1.5",0.96,0.998,NA
"502",NA,"GLMM","5"," 5","0.1","1.5",0.97,0.998,NA
"503",NA,"GLMM","5"," 5","0.1","1.5",0.98,0.998,NA
"504",NA,"GLMM","5"," 5","0.1","1.5",0.99,0.998,NA
"505",NA,"GLMM","5"," 5","0.1","1.5",1,1,NA
"506",NA,"GLMM","5"," 6","0.1","1.5",0,0,NA
"507",NA,"GLMM","5"," 6","0.1","1.5",0.01,0.984363354037267,NA
"508",NA,"GLMM","5"," 6","0.1","1.5",0.02,0.991767233661594,NA
"509",NA,"GLMM","5"," 6","0.1","1.5",0.03,0.995092651757189,NA
"510",NA,"GLMM","5"," 6","0.1","1.5",0.04,0.996062360801782,NA
"511",NA,"GLMM","5"," 6","0.1","1.5",0.05,0.996865671641791,NA
"512",NA,"GLMM","5"," 6","0.1","1.5",0.06,0.9974327563249,NA
"513",NA,"GLMM","5"," 6","0.1","1.5",0.07,0.99780854197349,NA
"514",NA,"GLMM","5"," 6","0.1","1.5",0.08,0.99803300330033,NA
"515",NA,"GLMM","5"," 6","0.1","1.5",0.09,0.998392344497608,NA
"516",NA,"GLMM","5"," 6","0.1","1.5",0.1,0.998612345679012,NA
"517",NA,"GLMM","5"," 6","0.1","1.5",0.11,0.998928270042194,NA
"518",NA,"GLMM","5"," 6","0.1","1.5",0.12,0.998375,NA
"519",NA,"GLMM","5"," 6","0.1","1.5",0.13,0.998,NA
"520",NA,"GLMM","5"," 6","0.1","1.5",0.14,0.998,NA
"521",NA,"GLMM","5"," 6","0.1","1.5",0.15,0.998,NA
"522",NA,"GLMM","5"," 6","0.1","1.5",0.16,0.998,NA
"523",NA,"GLMM","5"," 6","0.1","1.5",0.17,0.998,NA
"524",NA,"GLMM","5"," 6","0.1","1.5",0.18,0.998,NA
"525",NA,"GLMM","5"," 6","0.1","1.5",0.19,0.998,NA
"526",NA,"GLMM","5"," 6","0.1","1.5",0.2,0.998,NA
"527",NA,"GLMM","5"," 6","0.1","1.5",0.21,0.998,NA
"528",NA,"GLMM","5"," 6","0.1","1.5",0.22,0.998,NA
"529",NA,"GLMM","5"," 6","0.1","1.5",0.23,0.998,NA
"530",NA,"GLMM","5"," 6","0.1","1.5",0.24,0.998,NA
"531",NA,"GLMM","5"," 6","0.1","1.5",0.25,0.998,NA
"532",NA,"GLMM","5"," 6","0.1","1.5",0.26,0.998,NA
"533",NA,"GLMM","5"," 6","0.1","1.5",0.27,0.998,NA
"534",NA,"GLMM","5"," 6","0.1","1.5",0.28,0.998,NA
"535",NA,"GLMM","5"," 6","0.1","1.5",0.29,0.998,NA
"536",NA,"GLMM","5"," 6","0.1","1.5",0.3,0.998,NA
"537",NA,"GLMM","5"," 6","0.1","1.5",0.31,0.998,NA
"538",NA,"GLMM","5"," 6","0.1","1.5",0.32,0.998,NA
"539",NA,"GLMM","5"," 6","0.1","1.5",0.33,0.998,NA
"540",NA,"GLMM","5"," 6","0.1","1.5",0.34,0.998,NA
"541",NA,"GLMM","5"," 6","0.1","1.5",0.35,0.998,NA
"542",NA,"GLMM","5"," 6","0.1","1.5",0.36,0.998,NA
"543",NA,"GLMM","5"," 6","0.1","1.5",0.37,0.998,NA
"544",NA,"GLMM","5"," 6","0.1","1.5",0.38,0.998,NA
"545",NA,"GLMM","5"," 6","0.1","1.5",0.39,0.998,NA
"546",NA,"GLMM","5"," 6","0.1","1.5",0.4,0.998,NA
"547",NA,"GLMM","5"," 6","0.1","1.5",0.41,0.998,NA
"548",NA,"GLMM","5"," 6","0.1","1.5",0.42,0.998,NA
"549",NA,"GLMM","5"," 6","0.1","1.5",0.43,0.998,NA
"550",NA,"GLMM","5"," 6","0.1","1.5",0.44,0.998,NA
"551",NA,"GLMM","5"," 6","0.1","1.5",0.45,0.998,NA
"552",NA,"GLMM","5"," 6","0.1","1.5",0.46,0.998,NA
"553",NA,"GLMM","5"," 6","0.1","1.5",0.47,0.998,NA
"554",NA,"GLMM","5"," 6","0.1","1.5",0.48,0.998,NA
"555",NA,"GLMM","5"," 6","0.1","1.5",0.49,0.998,NA
"556",NA,"GLMM","5"," 6","0.1","1.5",0.5,0.998,NA
"557",NA,"GLMM","5"," 6","0.1","1.5",0.51,0.998,NA
"558",NA,"GLMM","5"," 6","0.1","1.5",0.52,0.998,NA
"559",NA,"GLMM","5"," 6","0.1","1.5",0.53,0.998,NA
"560",NA,"GLMM","5"," 6","0.1","1.5",0.54,0.998,NA
"561",NA,"GLMM","5"," 6","0.1","1.5",0.55,0.998,NA
"562",NA,"GLMM","5"," 6","0.1","1.5",0.56,0.998,NA
"563",NA,"GLMM","5"," 6","0.1","1.5",0.57,0.998,NA
"564",NA,"GLMM","5"," 6","0.1","1.5",0.58,0.998,NA
"565",NA,"GLMM","5"," 6","0.1","1.5",0.59,0.998,NA
"566",NA,"GLMM","5"," 6","0.1","1.5",0.6,0.998,NA
"567",NA,"GLMM","5"," 6","0.1","1.5",0.61,0.998,NA
"568",NA,"GLMM","5"," 6","0.1","1.5",0.62,0.998,NA
"569",NA,"GLMM","5"," 6","0.1","1.5",0.63,0.998,NA
"570",NA,"GLMM","5"," 6","0.1","1.5",0.64,0.998,NA
"571",NA,"GLMM","5"," 6","0.1","1.5",0.65,0.998,NA
"572",NA,"GLMM","5"," 6","0.1","1.5",0.66,0.998,NA
"573",NA,"GLMM","5"," 6","0.1","1.5",0.67,0.998,NA
"574",NA,"GLMM","5"," 6","0.1","1.5",0.68,0.998,NA
"575",NA,"GLMM","5"," 6","0.1","1.5",0.69,0.998,NA
"576",NA,"GLMM","5"," 6","0.1","1.5",0.7,0.998,NA
"577",NA,"GLMM","5"," 6","0.1","1.5",0.71,0.998,NA
"578",NA,"GLMM","5"," 6","0.1","1.5",0.72,0.998,NA
"579",NA,"GLMM","5"," 6","0.1","1.5",0.73,0.998,NA
"580",NA,"GLMM","5"," 6","0.1","1.5",0.74,0.998,NA
"581",NA,"GLMM","5"," 6","0.1","1.5",0.75,0.998,NA
"582",NA,"GLMM","5"," 6","0.1","1.5",0.76,0.998,NA
"583",NA,"GLMM","5"," 6","0.1","1.5",0.77,0.998,NA
"584",NA,"GLMM","5"," 6","0.1","1.5",0.78,0.998,NA
"585",NA,"GLMM","5"," 6","0.1","1.5",0.79,0.998,NA
"586",NA,"GLMM","5"," 6","0.1","1.5",0.8,0.998,NA
"587",NA,"GLMM","5"," 6","0.1","1.5",0.81,0.998,NA
"588",NA,"GLMM","5"," 6","0.1","1.5",0.82,0.998,NA
"589",NA,"GLMM","5"," 6","0.1","1.5",0.83,0.998,NA
"590",NA,"GLMM","5"," 6","0.1","1.5",0.84,0.998,NA
"591",NA,"GLMM","5"," 6","0.1","1.5",0.85,0.998,NA
"592",NA,"GLMM","5"," 6","0.1","1.5",0.86,0.998,NA
"593",NA,"GLMM","5"," 6","0.1","1.5",0.87,0.998,NA
"594",NA,"GLMM","5"," 6","0.1","1.5",0.88,0.998,NA
"595",NA,"GLMM","5"," 6","0.1","1.5",0.89,0.998,NA
"596",NA,"GLMM","5"," 6","0.1","1.5",0.9,0.998,NA
"597",NA,"GLMM","5"," 6","0.1","1.5",0.91,0.998,NA
"598",NA,"GLMM","5"," 6","0.1","1.5",0.92,0.998,NA
"599",NA,"GLMM","5"," 6","0.1","1.5",0.93,0.998,NA
"600",NA,"GLMM","5"," 6","0.1","1.5",0.94,0.998,NA
"601",NA,"GLMM","5"," 6","0.1","1.5",0.95,0.998,NA
"602",NA,"GLMM","5"," 6","0.1","1.5",0.96,0.998,NA
"603",NA,"GLMM","5"," 6","0.1","1.5",0.97,0.998,NA
"604",NA,"GLMM","5"," 6","0.1","1.5",0.98,0.998,NA
"605",NA,"GLMM","5"," 6","0.1","1.5",0.99,0.998,NA
"606",NA,"GLMM","5"," 6","0.1","1.5",1,1,NA
"607",NA,"GLMM","5"," 7","0.1","1.5",0,0,NA
"608",NA,"GLMM","5"," 7","0.1","1.5",0.01,0.984363354037267,NA
"609",NA,"GLMM","5"," 7","0.1","1.5",0.02,0.991767233661594,NA
"610",NA,"GLMM","5"," 7","0.1","1.5",0.03,0.995092651757189,NA
"611",NA,"GLMM","5"," 7","0.1","1.5",0.04,0.996062360801782,NA
"612",NA,"GLMM","5"," 7","0.1","1.5",0.05,0.996865671641791,NA
"613",NA,"GLMM","5"," 7","0.1","1.5",0.06,0.9974327563249,NA
"614",NA,"GLMM","5"," 7","0.1","1.5",0.07,0.99780854197349,NA
"615",NA,"GLMM","5"," 7","0.1","1.5",0.08,0.99803300330033,NA
"616",NA,"GLMM","5"," 7","0.1","1.5",0.09,0.998392344497608,NA
"617",NA,"GLMM","5"," 7","0.1","1.5",0.1,0.998612345679012,NA
"618",NA,"GLMM","5"," 7","0.1","1.5",0.11,0.998928270042194,NA
"619",NA,"GLMM","5"," 7","0.1","1.5",0.12,0.998375,NA
"620",NA,"GLMM","5"," 7","0.1","1.5",0.13,0.998,NA
"621",NA,"GLMM","5"," 7","0.1","1.5",0.14,0.998,NA
"622",NA,"GLMM","5"," 7","0.1","1.5",0.15,0.998,NA
"623",NA,"GLMM","5"," 7","0.1","1.5",0.16,0.998,NA
"624",NA,"GLMM","5"," 7","0.1","1.5",0.17,0.998,NA
"625",NA,"GLMM","5"," 7","0.1","1.5",0.18,0.998,NA
"626",NA,"GLMM","5"," 7","0.1","1.5",0.19,0.998,NA
"627",NA,"GLMM","5"," 7","0.1","1.5",0.2,0.998,NA
"628",NA,"GLMM","5"," 7","0.1","1.5",0.21,0.998,NA
"629",NA,"GLMM","5"," 7","0.1","1.5",0.22,0.998,NA
"630",NA,"GLMM","5"," 7","0.1","1.5",0.23,0.998,NA
"631",NA,"GLMM","5"," 7","0.1","1.5",0.24,0.998,NA
"632",NA,"GLMM","5"," 7","0.1","1.5",0.25,0.998,NA
"633",NA,"GLMM","5"," 7","0.1","1.5",0.26,0.998,NA
"634",NA,"GLMM","5"," 7","0.1","1.5",0.27,0.998,NA
"635",NA,"GLMM","5"," 7","0.1","1.5",0.28,0.998,NA
"636",NA,"GLMM","5"," 7","0.1","1.5",0.29,0.998,NA
"637",NA,"GLMM","5"," 7","0.1","1.5",0.3,0.998,NA
"638",NA,"GLMM","5"," 7","0.1","1.5",0.31,0.998,NA
"639",NA,"GLMM","5"," 7","0.1","1.5",0.32,0.998,NA
"640",NA,"GLMM","5"," 7","0.1","1.5",0.33,0.998,NA
"641",NA,"GLMM","5"," 7","0.1","1.5",0.34,0.998,NA
"642",NA,"GLMM","5"," 7","0.1","1.5",0.35,0.998,NA
"643",NA,"GLMM","5"," 7","0.1","1.5",0.36,0.998,NA
"644",NA,"GLMM","5"," 7","0.1","1.5",0.37,0.998,NA
"645",NA,"GLMM","5"," 7","0.1","1.5",0.38,0.998,NA
"646",NA,"GLMM","5"," 7","0.1","1.5",0.39,0.998,NA
"647",NA,"GLMM","5"," 7","0.1","1.5",0.4,0.998,NA
"648",NA,"GLMM","5"," 7","0.1","1.5",0.41,0.998,NA
"649",NA,"GLMM","5"," 7","0.1","1.5",0.42,0.998,NA
"650",NA,"GLMM","5"," 7","0.1","1.5",0.43,0.998,NA
"651",NA,"GLMM","5"," 7","0.1","1.5",0.44,0.998,NA
"652",NA,"GLMM","5"," 7","0.1","1.5",0.45,0.998,NA
"653",NA,"GLMM","5"," 7","0.1","1.5",0.46,0.998,NA
"654",NA,"GLMM","5"," 7","0.1","1.5",0.47,0.998,NA
"655",NA,"GLMM","5"," 7","0.1","1.5",0.48,0.998,NA
"656",NA,"GLMM","5"," 7","0.1","1.5",0.49,0.998,NA
"657",NA,"GLMM","5"," 7","0.1","1.5",0.5,0.998,NA
"658",NA,"GLMM","5"," 7","0.1","1.5",0.51,0.998,NA
"659",NA,"GLMM","5"," 7","0.1","1.5",0.52,0.998,NA
"660",NA,"GLMM","5"," 7","0.1","1.5",0.53,0.998,NA
"661",NA,"GLMM","5"," 7","0.1","1.5",0.54,0.998,NA
"662",NA,"GLMM","5"," 7","0.1","1.5",0.55,0.998,NA
"663",NA,"GLMM","5"," 7","0.1","1.5",0.56,0.998,NA
"664",NA,"GLMM","5"," 7","0.1","1.5",0.57,0.998,NA
"665",NA,"GLMM","5"," 7","0.1","1.5",0.58,0.998,NA
"666",NA,"GLMM","5"," 7","0.1","1.5",0.59,0.998,NA
"667",NA,"GLMM","5"," 7","0.1","1.5",0.6,0.998,NA
"668",NA,"GLMM","5"," 7","0.1","1.5",0.61,0.998,NA
"669",NA,"GLMM","5"," 7","0.1","1.5",0.62,0.998,NA
"670",NA,"GLMM","5"," 7","0.1","1.5",0.63,0.998,NA
"671",NA,"GLMM","5"," 7","0.1","1.5",0.64,0.998,NA
"672",NA,"GLMM","5"," 7","0.1","1.5",0.65,0.998,NA
"673",NA,"GLMM","5"," 7","0.1","1.5",0.66,0.998,NA
"674",NA,"GLMM","5"," 7","0.1","1.5",0.67,0.998,NA
"675",NA,"GLMM","5"," 7","0.1","1.5",0.68,0.998,NA
"676",NA,"GLMM","5"," 7","0.1","1.5",0.69,0.998,NA
"677",NA,"GLMM","5"," 7","0.1","1.5",0.7,0.998,NA
"678",NA,"GLMM","5"," 7","0.1","1.5",0.71,0.998,NA
"679",NA,"GLMM","5"," 7","0.1","1.5",0.72,0.998,NA
"680",NA,"GLMM","5"," 7","0.1","1.5",0.73,0.998,NA
"681",NA,"GLMM","5"," 7","0.1","1.5",0.74,0.998,NA
"682",NA,"GLMM","5"," 7","0.1","1.5",0.75,0.998,NA
"683",NA,"GLMM","5"," 7","0.1","1.5",0.76,0.998,NA
"684",NA,"GLMM","5"," 7","0.1","1.5",0.77,0.998,NA
"685",NA,"GLMM","5"," 7","0.1","1.5",0.78,0.998,NA
"686",NA,"GLMM","5"," 7","0.1","1.5",0.79,0.998,NA
"687",NA,"GLMM","5"," 7","0.1","1.5",0.8,0.998,NA
"688",NA,"GLMM","5"," 7","0.1","1.5",0.81,0.998,NA
"689",NA,"GLMM","5"," 7","0.1","1.5",0.82,0.998,NA
"690",NA,"GLMM","5"," 7","0.1","1.5",0.83,0.998,NA
"691",NA,"GLMM","5"," 7","0.1","1.5",0.84,0.998,NA
"692",NA,"GLMM","5"," 7","0.1","1.5",0.85,0.998,NA
"693",NA,"GLMM","5"," 7","0.1","1.5",0.86,0.998,NA
"694",NA,"GLMM","5"," 7","0.1","1.5",0.87,0.998,NA
"695",NA,"GLMM","5"," 7","0.1","1.5",0.88,0.998,NA
"696",NA,"GLMM","5"," 7","0.1","1.5",0.89,0.998,NA
"697",NA,"GLMM","5"," 7","0.1","1.5",0.9,0.998,NA
"698",NA,"GLMM","5"," 7","0.1","1.5",0.91,0.998,NA
"699",NA,"GLMM","5"," 7","0.1","1.5",0.92,0.998,NA
"700",NA,"GLMM","5"," 7","0.1","1.5",0.93,0.998,NA
"701",NA,"GLMM","5"," 7","0.1","1.5",0.94,0.998,NA
"702",NA,"GLMM","5"," 7","0.1","1.5",0.95,0.998,NA
"703",NA,"GLMM","5"," 7","0.1","1.5",0.96,0.998,NA
"704",NA,"GLMM","5"," 7","0.1","1.5",0.97,0.998,NA
"705",NA,"GLMM","5"," 7","0.1","1.5",0.98,0.998,NA
"706",NA,"GLMM","5"," 7","0.1","1.5",0.99,0.998,NA
"707",NA,"GLMM","5"," 7","0.1","1.5",1,1,NA
"708",NA,"GLMM","5"," 8","0.1","1.5",0,0,NA
"709",NA,"GLMM","5"," 8","0.1","1.5",0.01,0.984363354037267,NA
"710",NA,"GLMM","5"," 8","0.1","1.5",0.02,0.991767233661594,NA
"711",NA,"GLMM","5"," 8","0.1","1.5",0.03,0.995092651757189,NA
"712",NA,"GLMM","5"," 8","0.1","1.5",0.04,0.996062360801782,NA
"713",NA,"GLMM","5"," 8","0.1","1.5",0.05,0.996865671641791,NA
"714",NA,"GLMM","5"," 8","0.1","1.5",0.06,0.9974327563249,NA
"715",NA,"GLMM","5"," 8","0.1","1.5",0.07,0.99780854197349,NA
"716",NA,"GLMM","5"," 8","0.1","1.5",0.08,0.99803300330033,NA
"717",NA,"GLMM","5"," 8","0.1","1.5",0.09,0.998392344497608,NA
"718",NA,"GLMM","5"," 8","0.1","1.5",0.1,0.998612345679012,NA
"719",NA,"GLMM","5"," 8","0.1","1.5",0.11,0.998928270042194,NA
"720",NA,"GLMM","5"," 8","0.1","1.5",0.12,0.998375,NA
"721",NA,"GLMM","5"," 8","0.1","1.5",0.13,0.998,NA
"722",NA,"GLMM","5"," 8","0.1","1.5",0.14,0.998,NA
"723",NA,"GLMM","5"," 8","0.1","1.5",0.15,0.998,NA
"724",NA,"GLMM","5"," 8","0.1","1.5",0.16,0.998,NA
"725",NA,"GLMM","5"," 8","0.1","1.5",0.17,0.998,NA
"726",NA,"GLMM","5"," 8","0.1","1.5",0.18,0.998,NA
"727",NA,"GLMM","5"," 8","0.1","1.5",0.19,0.998,NA
"728",NA,"GLMM","5"," 8","0.1","1.5",0.2,0.998,NA
"729",NA,"GLMM","5"," 8","0.1","1.5",0.21,0.998,NA
"730",NA,"GLMM","5"," 8","0.1","1.5",0.22,0.998,NA
"731",NA,"GLMM","5"," 8","0.1","1.5",0.23,0.998,NA
"732",NA,"GLMM","5"," 8","0.1","1.5",0.24,0.998,NA
"733",NA,"GLMM","5"," 8","0.1","1.5",0.25,0.998,NA
"734",NA,"GLMM","5"," 8","0.1","1.5",0.26,0.998,NA
"735",NA,"GLMM","5"," 8","0.1","1.5",0.27,0.998,NA
"736",NA,"GLMM","5"," 8","0.1","1.5",0.28,0.998,NA
"737",NA,"GLMM","5"," 8","0.1","1.5",0.29,0.998,NA
"738",NA,"GLMM","5"," 8","0.1","1.5",0.3,0.998,NA
"739",NA,"GLMM","5"," 8","0.1","1.5",0.31,0.998,NA
"740",NA,"GLMM","5"," 8","0.1","1.5",0.32,0.998,NA
"741",NA,"GLMM","5"," 8","0.1","1.5",0.33,0.998,NA
"742",NA,"GLMM","5"," 8","0.1","1.5",0.34,0.998,NA
"743",NA,"GLMM","5"," 8","0.1","1.5",0.35,0.998,NA
