"","method","dataset","sampleSize","simulation","FPR","foldEffect","fpr","tpr"
"2975","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.45,0.733496332518337
"2976","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.46,0.733496332518337
"2977","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.47,0.733496332518337
"2978","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.48,0.733496332518337
"2979","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.49,0.733496332518337
"2980","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.5,0.733496332518337
"2981","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.51,0.733496332518337
"2982","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.52,0.733496332518337
"2983","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.53,0.733496332518337
"2984","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.54,0.733496332518337
"2985","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.55,0.733496332518337
"2986","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.56,0.733496332518337
"2987","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.57,0.733496332518337
"2988","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.58,0.743276283618582
"2989","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.59,0.743276283618582
"2990","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.6,0.743276283618582
"2991","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.61,0.743276283618582
"2992","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.62,0.743276283618582
"2993","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.63,0.743276283618582
"2994","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.64,0.743276283618582
"2995","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.65,0.743276283618582
"2996","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.66,0.743276283618582
"2997","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.67,0.743276283618582
"2998","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.68,0.743276283618582
"2999","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.69,0.743276283618582
"3000","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.7,0.743276283618582
"3001","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.71,0.743276283618582
"3002","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.72,0.743276283618582
"3003","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.73,0.743276283618582
"3004","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.74,0.743276283618582
"3005","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.75,0.743276283618582
"3006","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.76,0.743276283618582
"3007","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.77,0.743276283618582
"3008","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.78,0.743276283618582
"3009","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.79,0.743276283618582
"3010","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.8,0.743276283618582
"3011","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.81,0.743276283618582
"3012","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.82,0.743276283618582
"3013","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.83,0.743276283618582
"3014","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.84,0.743276283618582
"3015","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.85,0.743276283618582
"3016","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.86,0.743276283618582
"3017","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.87,0.743276283618582
"3018","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.88,0.743276283618582
"3019","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.89,0.743276283618582
"3020","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.9,0.743276283618582
"3021","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.91,0.743276283618582
"3022","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.92,0.743276283618582
"3023","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.93,0.743276283618582
"3024","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.94,0.743276283618582
"3025","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.95,0.743276283618582
"3026","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.96,0.743276283618582
"3027","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.97,0.743276283618582
"3028","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.98,0.743276283618582
"3029","DESeq2","circexplorer2_star","5","30","0.1","1.5",0.99,0.743276283618582
"3030","DESeq2","circexplorer2_star","5","30","0.1","1.5",1,1
"3031","DESeq2","ciri","5"," 1","0.1","1.5",0,0
"3032","DESeq2","ciri","5"," 1","0.1","1.5",0.01,0.571877146501815
"3033","DESeq2","ciri","5"," 1","0.1","1.5",0.02,0.598628691983122
"3034","DESeq2","ciri","5"," 1","0.1","1.5",0.03,0.616204812407344
"3035","DESeq2","ciri","5"," 1","0.1","1.5",0.04,0.631794489947878
"3036","DESeq2","ciri","5"," 1","0.1","1.5",0.05,0.638665132336018
"3037","DESeq2","ciri","5"," 1","0.1","1.5",0.06,0.643987341772152
"3038","DESeq2","ciri","5"," 1","0.1","1.5",0.07,0.647679324894515
"3039","DESeq2","ciri","5"," 1","0.1","1.5",0.08,0.647796530707923
"3040","DESeq2","ciri","5"," 1","0.1","1.5",0.09,0.649789029535865
"3041","DESeq2","ciri","5"," 1","0.1","1.5",0.1,0.651515151515151
"3042","DESeq2","ciri","5"," 1","0.1","1.5",0.11,0.655364677516576
"3043","DESeq2","ciri","5"," 1","0.1","1.5",0.12,0.656118143459916
"3044","DESeq2","ciri","5"," 1","0.1","1.5",0.13,0.666490857946554
"3045","DESeq2","ciri","5"," 1","0.1","1.5",0.14,0.666666666666667
"3046","DESeq2","ciri","5"," 1","0.1","1.5",0.15,0.666666666666667
"3047","DESeq2","ciri","5"," 1","0.1","1.5",0.16,0.670886075949367
"3048","DESeq2","ciri","5"," 1","0.1","1.5",0.17,0.672995780590717
"3049","DESeq2","ciri","5"," 1","0.1","1.5",0.18,0.672995780590717
"3050","DESeq2","ciri","5"," 1","0.1","1.5",0.19,0.672995780590717
"3051","DESeq2","ciri","5"," 1","0.1","1.5",0.2,0.672995780590717
"3052","DESeq2","ciri","5"," 1","0.1","1.5",0.21,0.672995780590717
"3053","DESeq2","ciri","5"," 1","0.1","1.5",0.22,0.675105485232067
"3054","DESeq2","ciri","5"," 1","0.1","1.5",0.23,0.675105485232067
"3055","DESeq2","ciri","5"," 1","0.1","1.5",0.24,0.677215189873418
"3056","DESeq2","ciri","5"," 1","0.1","1.5",0.25,0.677215189873418
"3057","DESeq2","ciri","5"," 1","0.1","1.5",0.26,0.677215189873418
"3058","DESeq2","ciri","5"," 1","0.1","1.5",0.27,0.678270042194093
"3059","DESeq2","ciri","5"," 1","0.1","1.5",0.28,0.678270042194093
"3060","DESeq2","ciri","5"," 1","0.1","1.5",0.29,0.678270042194093
"3061","DESeq2","ciri","5"," 1","0.1","1.5",0.3,0.678270042194093
"3062","DESeq2","ciri","5"," 1","0.1","1.5",0.31,0.678270042194093
"3063","DESeq2","ciri","5"," 1","0.1","1.5",0.32,0.678270042194093
"3064","DESeq2","ciri","5"," 1","0.1","1.5",0.33,0.678270042194093
"3065","DESeq2","ciri","5"," 1","0.1","1.5",0.34,0.678270042194093
"3066","DESeq2","ciri","5"," 1","0.1","1.5",0.35,0.678270042194093
"3067","DESeq2","ciri","5"," 1","0.1","1.5",0.36,0.678270042194093
"3068","DESeq2","ciri","5"," 1","0.1","1.5",0.37,0.678270042194093
"3069","DESeq2","ciri","5"," 1","0.1","1.5",0.38,0.678270042194093
"3070","DESeq2","ciri","5"," 1","0.1","1.5",0.39,0.678270042194093
"3071","DESeq2","ciri","5"," 1","0.1","1.5",0.4,0.678270042194093
"3072","DESeq2","ciri","5"," 1","0.1","1.5",0.41,0.678270042194093
"3073","DESeq2","ciri","5"," 1","0.1","1.5",0.42,0.678270042194093
"3074","DESeq2","ciri","5"," 1","0.1","1.5",0.43,0.678270042194093
"3075","DESeq2","ciri","5"," 1","0.1","1.5",0.44,0.678270042194093
"3076","DESeq2","ciri","5"," 1","0.1","1.5",0.45,0.678270042194093
"3077","DESeq2","ciri","5"," 1","0.1","1.5",0.46,0.678270042194093
"3078","DESeq2","ciri","5"," 1","0.1","1.5",0.47,0.678270042194093
"3079","DESeq2","ciri","5"," 1","0.1","1.5",0.48,0.678270042194093
"3080","DESeq2","ciri","5"," 1","0.1","1.5",0.49,0.678270042194093
"3081","DESeq2","ciri","5"," 1","0.1","1.5",0.5,0.678270042194093
"3082","DESeq2","ciri","5"," 1","0.1","1.5",0.51,0.678270042194093
"3083","DESeq2","ciri","5"," 1","0.1","1.5",0.52,0.678270042194093
"3084","DESeq2","ciri","5"," 1","0.1","1.5",0.53,0.69620253164557
"3085","DESeq2","ciri","5"," 1","0.1","1.5",0.54,0.69620253164557
"3086","DESeq2","ciri","5"," 1","0.1","1.5",0.55,0.69620253164557
"3087","DESeq2","ciri","5"," 1","0.1","1.5",0.56,0.69620253164557
"3088","DESeq2","ciri","5"," 1","0.1","1.5",0.57,0.69620253164557
"3089","DESeq2","ciri","5"," 1","0.1","1.5",0.58,0.69620253164557
"3090","DESeq2","ciri","5"," 1","0.1","1.5",0.59,0.69620253164557
"3091","DESeq2","ciri","5"," 1","0.1","1.5",0.6,0.69620253164557
"3092","DESeq2","ciri","5"," 1","0.1","1.5",0.61,0.69620253164557
"3093","DESeq2","ciri","5"," 1","0.1","1.5",0.62,0.69620253164557
"3094","DESeq2","ciri","5"," 1","0.1","1.5",0.63,0.69620253164557
"3095","DESeq2","ciri","5"," 1","0.1","1.5",0.64,0.69620253164557
"3096","DESeq2","ciri","5"," 1","0.1","1.5",0.65,0.69620253164557
"3097","DESeq2","ciri","5"," 1","0.1","1.5",0.66,0.69620253164557
"3098","DESeq2","ciri","5"," 1","0.1","1.5",0.67,0.69620253164557
"3099","DESeq2","ciri","5"," 1","0.1","1.5",0.68,0.69620253164557
"3100","DESeq2","ciri","5"," 1","0.1","1.5",0.69,0.69620253164557
"3101","DESeq2","ciri","5"," 1","0.1","1.5",0.7,0.69620253164557
"3102","DESeq2","ciri","5"," 1","0.1","1.5",0.71,0.69620253164557
"3103","DESeq2","ciri","5"," 1","0.1","1.5",0.72,0.69620253164557
"3104","DESeq2","ciri","5"," 1","0.1","1.5",0.73,0.69620253164557
"3105","DESeq2","ciri","5"," 1","0.1","1.5",0.74,0.69620253164557
"3106","DESeq2","ciri","5"," 1","0.1","1.5",0.75,0.69620253164557
"3107","DESeq2","ciri","5"," 1","0.1","1.5",0.76,0.69620253164557
"3108","DESeq2","ciri","5"," 1","0.1","1.5",0.77,0.69620253164557
"3109","DESeq2","ciri","5"," 1","0.1","1.5",0.78,0.69620253164557
"3110","DESeq2","ciri","5"," 1","0.1","1.5",0.79,0.69620253164557
"3111","DESeq2","ciri","5"," 1","0.1","1.5",0.8,0.69620253164557
"3112","DESeq2","ciri","5"," 1","0.1","1.5",0.81,0.69620253164557
"3113","DESeq2","ciri","5"," 1","0.1","1.5",0.82,0.69620253164557
"3114","DESeq2","ciri","5"," 1","0.1","1.5",0.83,0.69620253164557
"3115","DESeq2","ciri","5"," 1","0.1","1.5",0.84,0.69620253164557
"3116","DESeq2","ciri","5"," 1","0.1","1.5",0.85,0.69620253164557
"3117","DESeq2","ciri","5"," 1","0.1","1.5",0.86,0.69620253164557
"3118","DESeq2","ciri","5"," 1","0.1","1.5",0.87,0.69620253164557
"3119","DESeq2","ciri","5"," 1","0.1","1.5",0.88,0.69620253164557
"3120","DESeq2","ciri","5"," 1","0.1","1.5",0.89,0.69620253164557
"3121","DESeq2","ciri","5"," 1","0.1","1.5",0.9,0.69620253164557
"3122","DESeq2","ciri","5"," 1","0.1","1.5",0.91,0.69620253164557
"3123","DESeq2","ciri","5"," 1","0.1","1.5",0.92,0.69620253164557
"3124","DESeq2","ciri","5"," 1","0.1","1.5",0.93,0.69620253164557
"3125","DESeq2","ciri","5"," 1","0.1","1.5",0.94,0.69620253164557
"3126","DESeq2","ciri","5"," 1","0.1","1.5",0.95,0.69620253164557
"3127","DESeq2","ciri","5"," 1","0.1","1.5",0.96,0.69620253164557
"3128","DESeq2","ciri","5"," 1","0.1","1.5",0.97,0.69620253164557
"3129","DESeq2","ciri","5"," 1","0.1","1.5",0.98,0.69620253164557
"3130","DESeq2","ciri","5"," 1","0.1","1.5",0.99,0.69620253164557
"3131","DESeq2","ciri","5"," 1","0.1","1.5",1,1
"3132","DESeq2","ciri","5"," 2","0.1","1.5",0,0
"3133","DESeq2","ciri","5"," 2","0.1","1.5",0.01,0.553162055335968
"3134","DESeq2","ciri","5"," 2","0.1","1.5",0.02,0.592440711462451
"3135","DESeq2","ciri","5"," 2","0.1","1.5",0.03,0.613210702341137
"3136","DESeq2","ciri","5"," 2","0.1","1.5",0.04,0.6234375
"3137","DESeq2","ciri","5"," 2","0.1","1.5",0.05,0.636128364389234
"3138","DESeq2","ciri","5"," 2","0.1","1.5",0.06,0.643989769820972
"3139","DESeq2","ciri","5"," 2","0.1","1.5",0.07,0.646739130434783
"3140","DESeq2","ciri","5"," 2","0.1","1.5",0.08,0.652941176470588
"3141","DESeq2","ciri","5"," 2","0.1","1.5",0.09,0.654347826086957
"3142","DESeq2","ciri","5"," 2","0.1","1.5",0.1,0.654347826086957
"3143","DESeq2","ciri","5"," 2","0.1","1.5",0.11,0.655507246376812
"3144","DESeq2","ciri","5"," 2","0.1","1.5",0.12,0.657453416149068
"3145","DESeq2","ciri","5"," 2","0.1","1.5",0.13,0.658695652173913
"3146","DESeq2","ciri","5"," 2","0.1","1.5",0.14,0.658695652173913
"3147","DESeq2","ciri","5"," 2","0.1","1.5",0.15,0.658695652173913
"3148","DESeq2","ciri","5"," 2","0.1","1.5",0.16,0.658695652173913
"3149","DESeq2","ciri","5"," 2","0.1","1.5",0.17,0.658695652173913
"3150","DESeq2","ciri","5"," 2","0.1","1.5",0.18,0.661335403726708
"3151","DESeq2","ciri","5"," 2","0.1","1.5",0.19,0.66304347826087
"3152","DESeq2","ciri","5"," 2","0.1","1.5",0.2,0.66304347826087
"3153","DESeq2","ciri","5"," 2","0.1","1.5",0.21,0.663664596273292
"3154","DESeq2","ciri","5"," 2","0.1","1.5",0.22,0.665217391304348
"3155","DESeq2","ciri","5"," 2","0.1","1.5",0.23,0.665579710144928
"3156","DESeq2","ciri","5"," 2","0.1","1.5",0.24,0.665579710144928
"3157","DESeq2","ciri","5"," 2","0.1","1.5",0.25,0.667391304347826
"3158","DESeq2","ciri","5"," 2","0.1","1.5",0.26,0.667391304347826
"3159","DESeq2","ciri","5"," 2","0.1","1.5",0.27,0.667391304347826
"3160","DESeq2","ciri","5"," 2","0.1","1.5",0.28,0.667391304347826
"3161","DESeq2","ciri","5"," 2","0.1","1.5",0.29,0.667391304347826
"3162","DESeq2","ciri","5"," 2","0.1","1.5",0.3,0.667391304347826
"3163","DESeq2","ciri","5"," 2","0.1","1.5",0.31,0.667391304347826
"3164","DESeq2","ciri","5"," 2","0.1","1.5",0.32,0.667391304347826
"3165","DESeq2","ciri","5"," 2","0.1","1.5",0.33,0.667391304347826
"3166","DESeq2","ciri","5"," 2","0.1","1.5",0.34,0.667391304347826
"3167","DESeq2","ciri","5"," 2","0.1","1.5",0.35,0.667391304347826
"3168","DESeq2","ciri","5"," 2","0.1","1.5",0.36,0.667391304347826
"3169","DESeq2","ciri","5"," 2","0.1","1.5",0.37,0.667391304347826
"3170","DESeq2","ciri","5"," 2","0.1","1.5",0.38,0.667391304347826
"3171","DESeq2","ciri","5"," 2","0.1","1.5",0.39,0.667391304347826
"3172","DESeq2","ciri","5"," 2","0.1","1.5",0.4,0.667391304347826
"3173","DESeq2","ciri","5"," 2","0.1","1.5",0.41,0.667391304347826
"3174","DESeq2","ciri","5"," 2","0.1","1.5",0.42,0.667391304347826
"3175","DESeq2","ciri","5"," 2","0.1","1.5",0.43,0.667391304347826
"3176","DESeq2","ciri","5"," 2","0.1","1.5",0.44,0.667391304347826
"3177","DESeq2","ciri","5"," 2","0.1","1.5",0.45,0.667391304347826
"3178","DESeq2","ciri","5"," 2","0.1","1.5",0.46,0.667391304347826
"3179","DESeq2","ciri","5"," 2","0.1","1.5",0.47,0.667391304347826
"3180","DESeq2","ciri","5"," 2","0.1","1.5",0.48,0.673913043478261
"3181","DESeq2","ciri","5"," 2","0.1","1.5",0.49,0.673913043478261
"3182","DESeq2","ciri","5"," 2","0.1","1.5",0.5,0.676086956521739
"3183","DESeq2","ciri","5"," 2","0.1","1.5",0.51,0.676086956521739
"3184","DESeq2","ciri","5"," 2","0.1","1.5",0.52,0.676086956521739
"3185","DESeq2","ciri","5"," 2","0.1","1.5",0.53,0.676086956521739
"3186","DESeq2","ciri","5"," 2","0.1","1.5",0.54,0.676086956521739
"3187","DESeq2","ciri","5"," 2","0.1","1.5",0.55,0.676086956521739
"3188","DESeq2","ciri","5"," 2","0.1","1.5",0.56,0.676086956521739
"3189","DESeq2","ciri","5"," 2","0.1","1.5",0.57,0.676086956521739
"3190","DESeq2","ciri","5"," 2","0.1","1.5",0.58,0.676086956521739
"3191","DESeq2","ciri","5"," 2","0.1","1.5",0.59,0.676086956521739
"3192","DESeq2","ciri","5"," 2","0.1","1.5",0.6,0.676086956521739
"3193","DESeq2","ciri","5"," 2","0.1","1.5",0.61,0.676086956521739
"3194","DESeq2","ciri","5"," 2","0.1","1.5",0.62,0.676086956521739
"3195","DESeq2","ciri","5"," 2","0.1","1.5",0.63,0.676086956521739
"3196","DESeq2","ciri","5"," 2","0.1","1.5",0.64,0.676086956521739
"3197","DESeq2","ciri","5"," 2","0.1","1.5",0.65,0.676086956521739
"3198","DESeq2","ciri","5"," 2","0.1","1.5",0.66,0.676086956521739
"3199","DESeq2","ciri","5"," 2","0.1","1.5",0.67,0.676086956521739
"3200","DESeq2","ciri","5"," 2","0.1","1.5",0.68,0.676086956521739
"3201","DESeq2","ciri","5"," 2","0.1","1.5",0.69,0.676086956521739
"3202","DESeq2","ciri","5"," 2","0.1","1.5",0.7,0.676086956521739
"3203","DESeq2","ciri","5"," 2","0.1","1.5",0.71,0.676086956521739
"3204","DESeq2","ciri","5"," 2","0.1","1.5",0.72,0.676086956521739
"3205","DESeq2","ciri","5"," 2","0.1","1.5",0.73,0.676086956521739
"3206","DESeq2","ciri","5"," 2","0.1","1.5",0.74,0.676086956521739
"3207","DESeq2","ciri","5"," 2","0.1","1.5",0.75,0.676086956521739
"3208","DESeq2","ciri","5"," 2","0.1","1.5",0.76,0.676086956521739
"3209","DESeq2","ciri","5"," 2","0.1","1.5",0.77,0.676086956521739
"3210","DESeq2","ciri","5"," 2","0.1","1.5",0.78,0.676086956521739
"3211","DESeq2","ciri","5"," 2","0.1","1.5",0.79,0.676086956521739
"3212","DESeq2","ciri","5"," 2","0.1","1.5",0.8,0.676086956521739
"3213","DESeq2","ciri","5"," 2","0.1","1.5",0.81,0.676086956521739
"3214","DESeq2","ciri","5"," 2","0.1","1.5",0.82,0.676086956521739
"3215","DESeq2","ciri","5"," 2","0.1","1.5",0.83,0.676086956521739
"3216","DESeq2","ciri","5"," 2","0.1","1.5",0.84,0.676086956521739
"3217","DESeq2","ciri","5"," 2","0.1","1.5",0.85,0.676086956521739
"3218","DESeq2","ciri","5"," 2","0.1","1.5",0.86,0.676086956521739
"3219","DESeq2","ciri","5"," 2","0.1","1.5",0.87,0.676086956521739
"3220","DESeq2","ciri","5"," 2","0.1","1.5",0.88,0.676086956521739
"3221","DESeq2","ciri","5"," 2","0.1","1.5",0.89,0.676086956521739
"3222","DESeq2","ciri","5"," 2","0.1","1.5",0.9,0.676086956521739
"3223","DESeq2","ciri","5"," 2","0.1","1.5",0.91,0.676086956521739
"3224","DESeq2","ciri","5"," 2","0.1","1.5",0.92,0.676086956521739
"3225","DESeq2","ciri","5"," 2","0.1","1.5",0.93,0.676086956521739
"3226","DESeq2","ciri","5"," 2","0.1","1.5",0.94,0.676086956521739
"3227","DESeq2","ciri","5"," 2","0.1","1.5",0.95,0.676086956521739
"3228","DESeq2","ciri","5"," 2","0.1","1.5",0.96,0.676086956521739
"3229","DESeq2","ciri","5"," 2","0.1","1.5",0.97,0.676086956521739
"3230","DESeq2","ciri","5"," 2","0.1","1.5",0.98,0.676086956521739
"3231","DESeq2","ciri","5"," 2","0.1","1.5",0.99,0.676086956521739
"3232","DESeq2","ciri","5"," 2","0.1","1.5",1,1
"3233","DESeq2","ciri","5"," 3","0.1","1.5",0,0
"3234","DESeq2","ciri","5"," 3","0.1","1.5",0.01,0.591865498842243
"3235","DESeq2","ciri","5"," 3","0.1","1.5",0.02,0.617559523809524
"3236","DESeq2","ciri","5"," 3","0.1","1.5",0.03,0.632756132756133
"3237","DESeq2","ciri","5"," 3","0.1","1.5",0.04,0.648225108225108
"3238","DESeq2","ciri","5"," 3","0.1","1.5",0.05,0.657647907647908
"3239","DESeq2","ciri","5"," 3","0.1","1.5",0.06,0.669716646989374
"3240","DESeq2","ciri","5"," 3","0.1","1.5",0.07,0.678768201495474
"3241","DESeq2","ciri","5"," 3","0.1","1.5",0.08,0.684910327767471
"3242","DESeq2","ciri","5"," 3","0.1","1.5",0.09,0.687693259121831
"3243","DESeq2","ciri","5"," 3","0.1","1.5",0.1,0.693073593073593
"3244","DESeq2","ciri","5"," 3","0.1","1.5",0.11,0.70084301663249
"3245","DESeq2","ciri","5"," 3","0.1","1.5",0.12,0.704643841007477
"3246","DESeq2","ciri","5"," 3","0.1","1.5",0.13,0.707503607503608
"3247","DESeq2","ciri","5"," 3","0.1","1.5",0.14,0.70995670995671
"3248","DESeq2","ciri","5"," 3","0.1","1.5",0.15,0.70995670995671
"3249","DESeq2","ciri","5"," 3","0.1","1.5",0.16,0.70995670995671
"3250","DESeq2","ciri","5"," 3","0.1","1.5",0.17,0.70995670995671
"3251","DESeq2","ciri","5"," 3","0.1","1.5",0.18,0.716450216450216
"3252","DESeq2","ciri","5"," 3","0.1","1.5",0.19,0.716450216450216
"3253","DESeq2","ciri","5"," 3","0.1","1.5",0.2,0.716450216450216
"3254","DESeq2","ciri","5"," 3","0.1","1.5",0.21,0.718614718614719
"3255","DESeq2","ciri","5"," 3","0.1","1.5",0.22,0.720779220779221
"3256","DESeq2","ciri","5"," 3","0.1","1.5",0.23,0.720779220779221
"3257","DESeq2","ciri","5"," 3","0.1","1.5",0.24,0.720779220779221
"3258","DESeq2","ciri","5"," 3","0.1","1.5",0.25,0.722943722943723
"3259","DESeq2","ciri","5"," 3","0.1","1.5",0.26,0.722943722943723
"3260","DESeq2","ciri","5"," 3","0.1","1.5",0.27,0.722943722943723
"3261","DESeq2","ciri","5"," 3","0.1","1.5",0.28,0.733766233766234
"3262","DESeq2","ciri","5"," 3","0.1","1.5",0.29,0.733766233766234
"3263","DESeq2","ciri","5"," 3","0.1","1.5",0.3,0.733766233766234
"3264","DESeq2","ciri","5"," 3","0.1","1.5",0.31,0.733766233766234
"3265","DESeq2","ciri","5"," 3","0.1","1.5",0.32,0.733766233766234
"3266","DESeq2","ciri","5"," 3","0.1","1.5",0.33,0.733766233766234
"3267","DESeq2","ciri","5"," 3","0.1","1.5",0.34,0.733766233766234
"3268","DESeq2","ciri","5"," 3","0.1","1.5",0.35,0.733766233766234
"3269","DESeq2","ciri","5"," 3","0.1","1.5",0.36,0.733766233766234
"3270","DESeq2","ciri","5"," 3","0.1","1.5",0.37,0.733766233766234
"3271","DESeq2","ciri","5"," 3","0.1","1.5",0.38,0.733766233766234
"3272","DESeq2","ciri","5"," 3","0.1","1.5",0.39,0.733766233766234
"3273","DESeq2","ciri","5"," 3","0.1","1.5",0.4,0.733766233766234
"3274","DESeq2","ciri","5"," 3","0.1","1.5",0.41,0.733766233766234
"3275","DESeq2","ciri","5"," 3","0.1","1.5",0.42,0.733766233766234
"3276","DESeq2","ciri","5"," 3","0.1","1.5",0.43,0.733766233766234
"3277","DESeq2","ciri","5"," 3","0.1","1.5",0.44,0.733766233766234
"3278","DESeq2","ciri","5"," 3","0.1","1.5",0.45,0.733766233766234
"3279","DESeq2","ciri","5"," 3","0.1","1.5",0.46,0.733766233766234
"3280","DESeq2","ciri","5"," 3","0.1","1.5",0.47,0.733766233766234
"3281","DESeq2","ciri","5"," 3","0.1","1.5",0.48,0.733766233766234
"3282","DESeq2","ciri","5"," 3","0.1","1.5",0.49,0.733766233766234
"3283","DESeq2","ciri","5"," 3","0.1","1.5",0.5,0.733766233766234
"3284","DESeq2","ciri","5"," 3","0.1","1.5",0.51,0.733766233766234
"3285","DESeq2","ciri","5"," 3","0.1","1.5",0.52,0.733766233766234
"3286","DESeq2","ciri","5"," 3","0.1","1.5",0.53,0.733766233766234
"3287","DESeq2","ciri","5"," 3","0.1","1.5",0.54,0.733766233766234
"3288","DESeq2","ciri","5"," 3","0.1","1.5",0.55,0.735930735930736
"3289","DESeq2","ciri","5"," 3","0.1","1.5",0.56,0.735930735930736
"3290","DESeq2","ciri","5"," 3","0.1","1.5",0.57,0.735930735930736
"3291","DESeq2","ciri","5"," 3","0.1","1.5",0.58,0.735930735930736
"3292","DESeq2","ciri","5"," 3","0.1","1.5",0.59,0.735930735930736
"3293","DESeq2","ciri","5"," 3","0.1","1.5",0.6,0.735930735930736
"3294","DESeq2","ciri","5"," 3","0.1","1.5",0.61,0.735930735930736
"3295","DESeq2","ciri","5"," 3","0.1","1.5",0.62,0.735930735930736
"3296","DESeq2","ciri","5"," 3","0.1","1.5",0.63,0.735930735930736
"3297","DESeq2","ciri","5"," 3","0.1","1.5",0.64,0.735930735930736
"3298","DESeq2","ciri","5"," 3","0.1","1.5",0.65,0.735930735930736
"3299","DESeq2","ciri","5"," 3","0.1","1.5",0.66,0.735930735930736
"3300","DESeq2","ciri","5"," 3","0.1","1.5",0.67,0.735930735930736
"3301","DESeq2","ciri","5"," 3","0.1","1.5",0.68,0.735930735930736
"3302","DESeq2","ciri","5"," 3","0.1","1.5",0.69,0.735930735930736
"3303","DESeq2","ciri","5"," 3","0.1","1.5",0.7,0.735930735930736
"3304","DESeq2","ciri","5"," 3","0.1","1.5",0.71,0.735930735930736
"3305","DESeq2","ciri","5"," 3","0.1","1.5",0.72,0.735930735930736
"3306","DESeq2","ciri","5"," 3","0.1","1.5",0.73,0.735930735930736
"3307","DESeq2","ciri","5"," 3","0.1","1.5",0.74,0.735930735930736
"3308","DESeq2","ciri","5"," 3","0.1","1.5",0.75,0.735930735930736
"3309","DESeq2","ciri","5"," 3","0.1","1.5",0.76,0.735930735930736
"3310","DESeq2","ciri","5"," 3","0.1","1.5",0.77,0.735930735930736
"3311","DESeq2","ciri","5"," 3","0.1","1.5",0.78,0.735930735930736
"3312","DESeq2","ciri","5"," 3","0.1","1.5",0.79,0.735930735930736
"3313","DESeq2","ciri","5"," 3","0.1","1.5",0.8,0.735930735930736
"3314","DESeq2","ciri","5"," 3","0.1","1.5",0.81,0.735930735930736
"3315","DESeq2","ciri","5"," 3","0.1","1.5",0.82,0.735930735930736
"3316","DESeq2","ciri","5"," 3","0.1","1.5",0.83,0.735930735930736
"3317","DESeq2","ciri","5"," 3","0.1","1.5",0.84,0.735930735930736
"3318","DESeq2","ciri","5"," 3","0.1","1.5",0.85,0.735930735930736
"3319","DESeq2","ciri","5"," 3","0.1","1.5",0.86,0.735930735930736
"3320","DESeq2","ciri","5"," 3","0.1","1.5",0.87,0.735930735930736
